time,ControlsOut.LowestCell,ControlsOut.VL_est,CellVoltages.MinVoltage,ControlsIn.TS_cell_low,ControlsOut.VOC,ControlsOut.Pedal,ControlsIn.TS_current,ControlsOut.TS_current,ControlsOut.TS_voltage,Energy_used kWh,ControlsOut.SoC
37.794,,,,3.9036999,,,77.508,,,,
37.794,3.8807456,3.8137972,,,3.9389951,0.34004474,,77.508,555.15704,-0.08431183,0.82125103
37.798,,,,3.9036999,,,76.383,,,,
37.798,3.8800614,3.8124888,,,3.9389951,0.34004474,,76.383,554.90204,-0.08435887,0.82125103
37.802,,,,3.9036999,,,76.383,,,,
37.802,3.8794115,3.8113985,,,3.9389951,0.34004474,,76.383,555.369,-0.084405966,0.82125103
37.806,,,,3.9036999,,,75.966,,,,
37.806,3.878801,3.810577,,,3.9389951,0.33932585,,75.966,555.41205,-0.08445279,0.82125103
37.81,,,,3.9036999,,,76.462006,,,,
37.81,3.8782127,3.809789,,,3.9389951,0.33932585,,76.462006,555.327,-0.08449993,0.82125103
37.815,3.8776484,3.809068,,,3.9389951,0.33932585,,76.771,554.945,-0.084547214,0.82125103
37.815,,,,3.9036999,,,76.771,,,,
37.819,,,,3.9036999,,,77.89001,,,,
37.819,3.8770928,3.808234,,,3.9389951,0.33707866,,77.89001,555.2,-0.084595226,0.82125103
37.822,,,,3.9036999,,,78.240005,,,,
37.822,3.876559,3.807466,,,3.9389951,0.33707866,,78.240005,554.73303,-0.084643394,0.82125103
37.826,,,,3.9036999,,,76.22,,,,
37.826,3.876087,3.807247,,,3.9389951,0.3438202,,76.22,554.73303,-0.084690325,0.82125103
37.83,,,,3.9036999,,,76.22,,,,
37.83,3.8756385,3.8070645,,,3.9389951,0.3438202,,76.22,555.03,-0.084737286,0.82125103
37.834,,,,3.9036999,,,76.476006,,,,
37.834,3.8752081,3.806859,,,3.9389951,0.3438202,,76.476006,556.049,-0.08478449,0.82125103
37.838,3.8747993,3.8066878,,,3.9389951,0.3483146,,76.476006,554.987,-0.084831595,0.82125103
37.838,,,,3.9036999,,,76.476006,,,,
37.842,3.8743572,3.8059013,,,3.9389951,0.3483146,,79.566,554.56305,-0.08488058,0.82125103
37.842,,,,3.9036999,,,79.566,,,,
37.846,,,,3.9036999,,,79.756004,,,,
37.846,3.8739338,3.8052063,,,3.9389951,0.35280898,,79.756004,554.987,-0.08492971,0.82125103
37.85,3.8735297,3.804604,,,3.9389951,0.3505618,,79.867004,554.648,-0.084978886,0.82125103
37.851,,,,3.9036999,,,79.867004,,,,
37.854,3.8731449,3.8040912,,,3.9389951,0.35505617,,79.920006,554.60504,-0.08502809,0.82125103
37.854,,,,3.9036999,,,79.920006,,,,
37.858,,,,3.9036999,,,80.284004,,,,
37.858,3.872773,3.803588,,,3.9389951,0.3557047,,80.284004,554.60504,-0.08507751,0.82125103
37.862,3.8724535,3.8035738,,,3.9389951,0.35794184,,78.339005,554.81805,-0.08512576,0.82125103
37.862,,,,3.9036999,,,78.339005,,,,
37.866,3.87215,3.8035622,,,3.9389951,0.35794184,,78.339005,555.2,-0.08517404,0.82125103
37.867,,,,3.9036999,,,78.339005,,,,
37.87,3.8718412,3.8033075,,,3.9389951,0.35730338,,79.51401,555.03,-0.08522303,0.82125103
37.87,,,,3.9036999,,,79.51401,,,,
37.874,,,,3.9036999,,,79.51401,,,,
37.874,3.871548,3.8030953,,,3.9389951,0.35955057,,79.51401,554.69,-0.085271984,0.82125103
37.878,3.8712692,3.8029187,,,3.9389951,0.35505617,,79.51401,554.69,-0.08532094,0.82125103
37.878,,,,3.9036999,,,79.51401,,,,
37.883,3.8710046,3.8027713,,,3.9389951,0.35955057,,79.51401,554.69,-0.08536989,0.82125103
37.883,,,,3.9036999,,,79.51401,,,,
37.886,3.8706896,3.8018868,,,3.9389951,0.35955057,,83.170006,554.223,-0.08542106,0.82125103
37.886,,,,3.9036999,,,83.170006,,,,
37.89,,,,3.9036999,,,83.26,,,,
37.89,3.8703887,3.801131,,,3.9389951,0.36179775,,83.26,554.223,-0.085472286,0.82125103
37.894,3.8700776,3.8001962,,,3.9389951,0.36629215,,84.72401,553.41705,-0.08552433,0.82125103
37.894,,,,3.9036999,,,84.72401,,,,
37.898,3.8698328,3.8000264,,,3.9389951,0.37078652,,81.799,554.223,-0.08557465,0.82125103
37.898,,,,3.9036999,,,81.799,,,,
37.902,,,,3.8495,,,77.217,,,,
37.902,3.8495,3.8082612,,,3.9371562,0.3730337,,77.217,554.56305,-0.085622184,0.8184871
37.9032,,,3.8495,,,,,,,,
37.906,,,,3.8495,,,77.217,,,,
37.906,3.848241,3.8082612,,,3.9371562,0.3752809,,77.217,554.56305,-0.08566972,0.8184871
37.91,,,,3.8495,,,69.37601,,,,
37.91,3.8471813,3.809895,,,3.9371562,0.3691275,,69.37601,556.00604,-0.08571254,0.8184871
37.915,,,,3.8495,,,67.033005,,,,
37.915,3.846215,3.8117447,,,3.9371562,0.36689037,,67.033005,556.473,-0.08575395,0.8184871
37.918,,,,3.8495,,,67.033005,,,,
37.918,3.845297,3.813286,,,3.9371562,0.36241612,,67.033005,556.473,-0.08579536,0.8184871
37.922,3.8444118,3.8144124,,,3.9371562,0.3557047,,67.792,556.26105,-0.085837215,0.8184871
37.922,,,,3.8495,,,67.792,,,,
37.926,,,,3.8495,,,71.705,,,,
37.926,3.843503,3.8145356,,,3.9371562,0.35346755,,71.705,555.66705,-0.08588145,0.8184871
37.93,,,,3.8495,,,77.186005,,,,
37.93,3.8425443,3.813496,,,3.9371562,0.3512304,,77.186005,554.775,-0.085928984,0.8184871
37.934,,,,3.8495,,,81.05,,,,
37.934,3.8415666,3.8118248,,,3.9371562,0.3489933,,81.05,554.30804,-0.08597885,0.8184871
37.938,,,,3.8495,,,80.79301,,,,
37.938,3.8406422,3.8104856,,,3.9371562,0.3483146,,80.79301,554.393,-0.08602857,0.8184871
37.942,,,,3.8495,,,80.471,,,,
37.942,3.8397696,3.8094368,,,3.9371562,0.3505618,,80.471,554.60504,-0.086078115,0.8184871
37.946,3.8389394,3.8085468,,,3.9371562,0.35505617,,80.548004,554.60504,-0.0861277,0.8184871
37.946,,,,3.8495,,,80.548004,,,,
37.95,3.8381438,3.807724,,,3.9371562,0.35730338,,80.937004,554.26605,-0.0861775,0.8184871
37.95,,,,3.8495,,,80.937004,,,,
37.954,3.8373535,3.8066216,,,3.9371562,0.35730338,,82.938,554.30804,-0.08622853,0.8184871
37.954,,,,3.8495,,,82.938,,,,
37.958,,,,3.8495,,,82.938,,,,
37.958,3.8366024,3.8057027,,,3.9371562,0.35794184,,82.938,554.05304,-0.086279534,0.8184871
37.962,3.8358727,3.8047392,,,3.9371562,0.35794184,,83.887,553.58704,-0.086331084,0.8184871
37.962,,,,3.8495,,,83.887,,,,
37.966,3.8351793,3.8039365,,,3.9371562,0.35794184,,83.887,553.88403,-0.08638266,0.8184871
37.967,,,,3.8495,,,83.887,,,,
37.97,,,,3.8495,,,83.495,,,,
37.97,3.8345275,3.8033493,,,3.9371562,0.35505617,,83.495,553.926,-0.08643399,0.8184871
37.974,3.833912,3.802904,,,3.9371562,0.35505617,,83.284004,554.096,-0.086485215,0.8184871
37.974,,,,3.8495,,,83.284004,,,,
37.978,,,,3.8495,,,83.12701,,,,
37.978,3.8333297,3.8025653,,,3.9371562,0.35346755,,83.12701,554.181,-0.08653635,0.8184871
37.982,,,,3.8495,,,82.811005,,,,
37.982,3.832782,3.802349,,,3.9371562,0.3512304,,82.811005,554.05304,-0.08658727,0.8184871
37.986,,,,3.8495,,,82.076004,,,,
37.986,3.8322747,3.8023221,,,3.9371562,0.3512304,,82.076004,554.138,-0.08663776,0.8184871
37.99,,,,3.8495,,,81.163,,,,
37.99,3.8318086,3.80249,,,3.9371562,0.3512304,,81.163,554.26605,-0.086687684,0.8184871
37.994,3.8313656,3.8026297,,,3.9371562,0.3512304,,81.163,554.351,-0.086737625,0.8184871
37.994,,,,3.8495,,,81.163,,,,
37.998,,,,3.8495,,,81.55701,,,,
37.998,3.830938,3.802664,,,3.9371562,0.3512304,,81.55701,554.478,-0.08678783,0.8184871
38.002,3.8305233,3.8025877,,,3.9371562,0.35346755,,82.061005,553.88403,-0.08683828,0.8184871
38.002,,,,3.8495,,,82.061005,,,,
38.006,,,,3.8495,,,82.658005,,,,
38.006,3.8301187,3.8023999,,,3.9371562,0.35346755,,82.658005,554.01105,-0.08688911,0.8184871
38.01,3.8297305,3.802198,,,3.9371562,0.35346755,,82.87501,554.138,-0.086940095,0.8184871
38.01,,,,3.8495,,,82.87501,,,,
38.015,,,,3.8495,,,82.658005,,,,
38.015,3.8293655,3.802075,,,3.9371562,0.35505617,,82.658005,553.96906,-0.08699092,0.8184871
38.018,3.8290243,3.8020399,,,3.9371562,0.3505618,,82.33401,553.96906,-0.08704155,0.8184871
38.018,,,,3.8495,,,82.33401,,,,
38.022,3.8286989,3.8019927,,,3.9371562,0.34675616,,82.421005,553.96906,-0.08709223,0.8184871
38.022,,,,3.8495,,,82.421005,,,,
38.026,,,,3.8495,,,81.804,,,,
38.026,3.8284004,3.8020818,,,3.9371562,0.34451902,,81.804,553.96906,-0.08714253,0.8184871
38.03,,,,3.8495,,,81.804,,,,
38.03,3.8281167,3.8021562,,,3.9371562,0.34228188,,81.804,554.393,-0.08719287,0.8184871
38.034,,,,3.8495,,,81.33,,,,
38.034,3.8278553,3.802317,,,3.9371562,0.3438202,,81.33,554.223,-0.0872429,0.8184871
38.0371,,,,3.8495,,,81.33,,,,
38.038,3.8276072,3.8024507,,,3.9371562,0.3438202,,81.33,554.393,-0.08729295,0.8184871
38.0411,,,,3.8495,,,80.212006,,,,
38.0411,3.827391,3.8027952,,,3.9371562,0.34606743,,80.212006,554.30804,-0.08734231,0.8184871
38.0451,3.827179,3.8030045,,,3.9371562,0.3505618,,80.58501,554.30804,-0.08739189,0.8184871
38.0451,,,,3.8495,,,80.58501,,,,
38.0491,3.8269658,3.8030374,,,3.9371562,0.3505618,,81.26401,554.351,-0.08744189,0.8184871
38.0491,,,,3.8495,,,81.26401,,,,
38.0531,,,,3.8495,,,82.595,,,,
38.0531,3.8267403,3.8027875,,,3.9371562,0.35730338,,82.595,554.351,-0.08749271,0.8184871
38.0571,,,,3.8495,,,82.595,,,,
38.0571,3.826526,3.8025794,,,3.9371562,0.35955057,,82.595,553.629,-0.08754347,0.8184871
38.0611,3.8263068,3.8022213,,,3.9371562,0.36629215,,83.481,553.671,-0.08759478,0.8184871
38.0611,,,,3.8495,,,83.481,,,,
38.0661,3.8260698,3.8015766,,,3.9371562,0.36853933,,85.143005,553.671,-0.08764711,0.8184871
38.0661,,,,3.8495,,,85.143005,,,,
38.0691,3.825827,3.8008258,,,3.9371562,0.3752809,,86.16801,552.992,-0.0877,0.8184871
38.0691,,,,3.8495,,,86.16801,,,,
38.0731,,,,3.8495,,,86.16801,,,,
38.0731,3.825596,3.8002002,,,3.9371562,0.3752809,,86.16801,552.992,-0.087752886,0.8184871
38.0771,3.825377,3.7996788,,,3.9371562,0.3752809,,86.16801,552.992,-0.08780578,0.8184871
38.0771,,,,3.8495,,,86.16801,,,,
38.0821,,,,3.8495,,,86.852005,,,,
38.0821,3.825157,3.7991018,,,3.9371562,0.3730337,,86.852005,552.992,-0.087859094,0.8184871
38.0851,,,,3.8495,,,89.63901,,,,
38.0851,3.8248994,3.7980402,,,3.9371562,0.3730337,,89.63901,552.822,-0.087914094,0.8184871
38.0891,3.8246462,3.797051,,,3.9371562,0.37136465,,90.14101,552.822,-0.08796941,0.8184871
38.0891,,,,3.8495,,,90.14101,,,,
38.0931,,,,3.8495,,,89.268005,,,,
38.0931,3.8244207,3.7964087,,,3.9371562,0.37136465,,89.268005,552.525,-0.088024154,0.8184871
38.0971,3.8242102,3.7959163,,,3.9371562,0.37078652,,89.062004,552.56805,-0.08807878,0.8184871
38.0971,,,,3.8495,,,89.062004,,,,
38.1011,3.8406,3.8257163,,,3.937122,0.3691275,,89.124,552.992,-0.08813349,0.81843585
38.1011,,,,3.8406,,,89.124,,,,
38.1025,,,3.8406,,,,,,,,
38.1051,3.8390338,3.8257163,,,3.937122,0.36853933,,89.124,552.992,-0.0881882,0.81843585
38.1051,,,,3.8406,,,89.124,,,,
38.1091,,,,3.8406,,,89.386,,,,
38.1091,3.8375413,3.8256617,,,3.937122,0.36853933,,89.386,552.653,-0.08824304,0.81843585
38.1141,,,,3.8406,,,89.442,,,,
38.1141,3.8361225,3.8256044,,,3.937122,0.36629215,,89.442,552.61005,-0.088297896,0.81843585
38.1171,3.8347797,3.8256176,,,3.937122,0.36017898,,89.15,552.822,-0.088352606,0.81843585
38.1171,,,,3.8406,,,89.15,,,,
38.1211,,,,3.8406,,,88.93001,,,,
38.1211,3.833508,3.8256745,,,3.937122,0.3557047,,88.93001,552.653,-0.08840716,0.81843585
38.1251,3.8323162,3.825917,,,3.937122,0.34451902,,87.994,552.992,-0.08846117,0.81843585
38.1251,,,,3.8406,,,87.994,,,,
38.1291,,,,3.8406,,,85.37501,,,,
38.1291,3.8312292,3.8266647,,,3.937122,0.3310962,,85.37501,552.992,-0.08851357,0.81843585
38.1331,,,,3.8406,,,85.37501,,,,
38.1331,3.8301966,3.8272877,,,3.937122,0.3176734,,85.37501,553.75604,-0.08856605,0.81843585
38.1371,,,,3.8406,,,82.298004,,,,
38.1371,3.8292692,3.828448,,,3.937122,0.29753914,,82.298004,554.01105,-0.088616654,0.81843585
38.1411,3.8284664,3.8303554,,,3.937122,0.27740493,,77.785,554.01105,-0.088664494,0.81843585
38.1411,,,,3.8406,,,77.785,,,,
38.1451,,,,3.8406,,,71.957,,,,
38.1451,3.827805,3.8331592,,,3.937122,0.2572707,,71.957,554.01105,-0.08870874,0.81843585
38.1491,3.8272643,3.8365476,,,3.937122,0.2393736,,66.909004,555.794,-0.08875001,0.81843585
38.1491,,,,3.8406,,,66.909004,,,,
38.1531,,,,3.8406,,,61.494003,,,,
38.1531,3.8268447,3.8404994,,,3.937122,0.21923937,,61.494003,556.85504,-0.08878802,0.81843585
38.1571,,,,3.8406,,,56.972004,,,,
38.1571,3.8265245,3.8447347,,,3.937122,0.196868,,56.972004,558.00104,-0.08882331,0.81843585
38.1611,3.8262928,3.8491328,,,3.937122,0.17897092,,52.803,558.00104,-0.08885601,0.81843585
38.1611,,,,3.8406,,,52.803,,,,
38.1651,3.8261774,3.8540564,,,3.937122,0.15659955,,46.762,558.171,-0.08888499,0.81843585
38.1661,,,,3.8406,,,46.762,,,,
38.1691,,,,3.8406,,,41.958,,,,
38.1691,3.8261511,3.8591602,,,3.937122,0.13646533,,41.958,559.784,-0.088911064,0.81843585
38.1731,,,,3.8406,,,37.779003,,,,
38.1731,3.8261988,3.864284,,,3.937122,0.11633109,,37.779003,560.50604,-0.08893457,0.81843585
38.1771,,,,3.8406,,,29.565,,,,
38.1771,3.8263867,3.8702655,,,3.937122,0.09619687,,29.565,561.143,-0.08895298,0.81843585
38.1811,,,,3.8406,,,25.511002,,,,
38.1811,3.8266356,3.8760946,,,3.937122,0.078299776,,25.511002,562.034,-0.088968895,0.81843585
38.1851,3.826872,3.880952,,,3.937122,0.06487696,,25.511002,562.671,-0.088984825,0.81843585
38.1851,,,,3.8406,,,25.511002,,,,
38.1891,,,,3.8406,,,21.049002,,,,
38.1891,3.8271742,3.8859293,,,3.937122,0.051454138,,21.049002,562.968,-0.08899798,0.81843585
38.1931,3.827543,3.8910587,,,3.937122,0.042505592,,16.338001,564.836,-0.08900823,0.81843585
38.1931,,,,3.8406,,,16.338001,,,,
38.1971,,,,3.8406,,,13.254001,,,,
38.1971,3.827947,3.8959756,,,3.937122,0.03803132,,13.254001,564.836,-0.08901654,0.81843585
38.2011,3.8283966,3.9008641,,,3.937122,0.033707865,,9.456,565.557,-0.08902247,0.81843585
38.2011,,,,3.8406,,,9.456,,,,
38.2051,3.8288622,3.9054,,,3.937122,0.031460673,,7.2380004,565.388,-0.08902702,0.81843585
38.2051,,,,3.8406,,,7.2380004,,,,
38.2091,,,,3.8406,,,6.1970005,,,,
38.2091,3.8293226,3.9093966,,,3.937122,0.033707865,,6.1970005,565.388,-0.08903091,0.81843585
38.2141,,,,3.8406,,,5.4080005,,,,
38.2141,3.8297737,3.9128914,,,3.937122,0.035794184,,5.4080005,565.77,-0.0890343,0.81843585
38.2181,,,,3.8406,,,5.3230004,,,,
38.2181,3.8302038,3.9158213,,,3.937122,0.033557046,,5.3230004,566.19403,-0.08903765,0.81843585
38.2211,,,,3.8406,,,5.899,,,,
38.2211,3.8306022,3.9181428,,,3.937122,0.03131991,,5.899,566.19403,-0.08904135,0.81843585
38.2251,3.8309853,3.9201305,,,3.937122,0.0246085,,5.644,565.812,-0.08904489,0.81843585
38.2251,,,,3.8406,,,5.644,,,,
38.2291,3.8313491,3.9217868,,,3.937122,0.015659954,,5.644,566.15204,-0.08904844,0.81843585
38.2291,,,,3.8406,,,5.644,,,,
38.2331,3.8317032,3.9232686,,,3.937122,0.004474273,,5.157,566.15204,-0.08905168,0.81843585
38.2331,,,,3.8406,,,5.157,,,,
38.2371,3.832079,3.924976,,,3.937122,0.0,,2.8880002,566.44904,-0.08905349,0.81843585
38.2371,,,,3.8406,,,2.8880002,,,,
38.2411,,,,3.8406,,,0.666,,,,
38.2411,3.8324745,3.926862,,,3.937122,0.0,,0.666,566.44904,-0.08905391,0.81843585
38.2451,,,,3.8406,,,-1.746,,,,
38.2451,3.8328922,3.928936,,,3.937122,0.0,,-1.746,566.916,-0.089052804,0.81843585
38.2491,,,,3.8406,,,-2.335,,,,
38.2491,3.8332992,3.930787,,,3.937122,0.0,,-2.335,567.12805,-0.08905133,0.81843585
38.2531,3.8336854,3.932324,,,3.937122,0.0,,-2.308,567.12805,-0.089049876,0.81843585
38.2531,,,,3.8406,,,-2.308,,,,
38.2571,3.8340511,3.9335902,,,3.937122,0.0,,-2.239,567.468,-0.08904846,0.81843585
38.2571,,,,3.8406,,,-2.239,,,,
38.2611,3.8344,3.9346611,,,3.937122,0.0,,-2.315,567.213,-0.08904701,0.81843585
38.2611,,,,3.8406,,,-2.315,,,,
38.2651,3.8347313,3.9355536,,,3.937122,0.0,,-2.315,567.468,-0.08904555,0.81843585
38.2661,,,,3.8406,,,-2.315,,,,
38.2691,,,,3.8406,,,-1.9330001,,,,
38.2691,3.8350394,3.9362178,,,3.937122,0.0,,-1.9330001,567.42505,-0.08904433,0.81843585
38.2731,3.835334,3.9367957,,,3.937122,0.0,,-2.051,567.38306,-0.08904304,0.81843585
38.2731,,,,3.8406,,,-2.051,,,,
38.2771,3.835614,3.9372773,,,3.937122,0.0,,-2.051,567.38306,-0.089041755,0.81843585
38.2771,,,,3.8406,,,-2.051,,,,
38.2821,3.83588,3.9376788,,,3.937122,0.0,,-2.051,567.38306,-0.08904047,0.81843585
38.2821,,,,3.8406,,,-2.051,,,,
38.2851,,,,3.8406,,,-2.6560001,,,,
38.2851,3.8361433,3.9381394,,,3.937122,0.0,,-2.6560001,567.38306,-0.089038804,0.81843585
38.2891,,,,3.8406,,,-2.0800002,,,,
38.2891,3.8363833,3.9384031,,,3.937122,0.0,,-2.0800002,567.68005,-0.089037485,0.81843585
38.2931,3.836613,3.9386399,,,3.937122,0.0,,-2.1620002,567.637,-0.08903613,0.81843585
38.2931,,,,3.8406,,,-2.1620002,,,,
38.2971,,,,3.8406,,,-2.3460002,,,,
38.2971,3.8368342,3.9388754,,,3.937122,0.0,,-2.3460002,567.043,-0.089034654,0.81843585
38.3011,3.8335,3.9478374,,,3.937499,0.0,,-2.3460002,567.765,-0.08903318,0.8190024
38.3011,,,,3.8335,,,-2.3460002,,,,
38.3035,,,3.8335,,,,,,,,
38.3051,,,,3.8335,,,-2.3460002,,,,
38.3051,3.8337986,3.9478374,,,3.937499,0.0,,-2.3460002,567.765,-0.089031704,0.8190024
38.3091,,,,3.8335,,,-2.1030002,,,,
38.3091,3.8340783,3.9477868,,,3.937499,0.0,,-2.1030002,567.51,-0.089030385,0.8190024
38.3141,,,,3.8335,,,-2.421,,,,
38.3141,3.8343494,3.947811,,,3.937499,0.0,,-2.421,567.72205,-0.08902886,0.8190024
38.3171,,,,3.8335,,,-2.216,,,,
38.3171,3.8346033,3.9477882,,,3.937499,0.0,,-2.216,567.213,-0.089027464,0.8190024
38.3211,,,,3.8335,,,-1.9790001,,,,
38.3211,3.8348405,3.94772,,,3.937499,0.0,,-1.9790001,567.51,-0.08902622,0.8190024
38.3251,3.8350701,3.9477143,,,3.937499,0.0,,-2.2250001,567.765,-0.08902481,0.8190024
38.3251,,,,3.8335,,,-2.2250001,,,,
38.3291,3.8352873,3.9476979,,,3.937499,0.0,,-2.1690001,567.51,-0.08902345,0.8190024
38.3291,,,,3.8335,,,-2.1690001,,,,
38.3331,,,,3.8335,,,-2.1690001,,,,
38.3331,3.8354936,3.9476843,,,3.937499,0.0,,-2.1690001,567.38306,-0.08902208,0.8190024
38.3371,3.8356957,3.9477484,,,3.937499,0.0,,-2.5310001,567.42505,-0.08902048,0.8190024
38.3371,,,,3.8335,,,-2.5310001,,,,
38.3411,3.8358834,3.9477465,,,3.937499,0.0,,-2.266,567.38306,-0.08901905,0.8190024
38.3411,,,,3.8335,,,-2.266,,,,
38.3451,,,,3.8335,,,-1.94,,,,
38.3451,3.836056,3.9476771,,,3.937499,0.0,,-1.94,567.468,-0.08901782,0.8190024
38.3491,,,,3.8335,,,-2.239,,,,
38.3491,3.836225,3.9476814,,,3.937499,0.0,,-2.239,567.68005,-0.089016415,0.8190024
38.3531,,,,3.8335,,,-2.318,,,,
38.3531,3.836387,3.9477015,,,3.937499,0.0,,-2.318,567.892,-0.08901495,0.8190024
38.3571,3.8365366,3.9476695,,,3.937499,0.0,,-2.084,567.42505,-0.089013636,0.8190024
38.3571,,,,3.8335,,,-2.084,,,,
38.3611,,,,3.8335,,,-2.056,,,,
38.3611,3.8366785,3.947637,,,3.937499,0.0,,-2.056,567.51,-0.08901234,0.8190024
38.3661,,,,3.8335,,,-2.2680001,,,,
38.3661,3.836817,3.9476542,,,3.937499,0.0,,-2.2680001,567.51,-0.08901091,0.8190024
38.3691,,,,3.8335,,,-2.164,,,,
38.3691,3.8369467,3.9476469,,,3.937499,0.0,,-2.164,567.468,-0.08900954,0.8190024
38.3731,3.8370674,3.9476082,,,3.937499,0.0,,-2.0080001,567.68005,-0.08900828,0.8190024
38.3731,,,,3.8335,,,-2.0080001,,,,
38.3771,3.837184,3.9476018,,,3.937499,0.0,,-2.1320002,567.68005,-0.08900694,0.8190024
38.3771,,,,3.8335,,,-2.1320002,,,,
38.3811,3.8372948,3.9475965,,,3.937499,0.0,,-2.1320002,567.468,-0.0890056,0.8190024
38.3811,,,,3.8335,,,-2.1320002,,,,
38.3851,,,,3.8335,,,-2.3370001,,,,
38.3851,3.8374035,3.9476347,,,3.937499,0.0,,-2.3370001,567.552,-0.08900412,0.8190024
38.3891,,,,3.8335,,,-2.5970001,,,,
38.3891,3.8375115,3.9477208,,,3.937499,0.0,,-2.5970001,567.765,-0.08900249,0.8190024
38.3931,,,,3.8335,,,-2.1790001,,,,
38.3931,3.837607,3.9477055,,,3.937499,0.0,,-2.1790001,567.807,-0.08900111,0.8190024
38.3971,3.8376927,3.9476368,,,3.937499,0.0,,-1.9110001,567.59503,-0.088999905,0.8190024
38.3971,,,,3.8335,,,-1.9110001,,,,
38.4011,,,,3.8335,,,-2.125,,,,
38.4011,3.837778,3.9476242,,,3.937499,0.0,,-2.125,567.72205,-0.08899856,0.8190024
38.4051,,,,3.8335,,,-2.249,,,,
38.4051,3.8378613,3.9476395,,,3.937499,0.0,,-2.249,567.765,-0.08899715,0.8190024
38.4091,3.8379357,3.947597,,,3.937499,0.0,,-1.9840001,567.68005,-0.0889959,0.8190024
38.4091,,,,3.8335,,,-1.9840001,,,,
38.4141,,,,3.8335,,,-2.051,,,,
38.4141,3.8380075,3.9475756,,,3.937499,0.0,,-2.051,567.637,-0.0889946,0.8190024
38.4171,,,,3.8335,,,-2.094,,,,
38.4171,3.8380764,3.9475667,,,3.937499,0.0,,-2.094,567.807,-0.08899327,0.8190024
38.4211,,,,3.8335,,,-2.354,,,,
38.4211,3.8381464,3.9476135,,,3.937499,0.0,,-2.354,567.51,-0.08899179,0.8190024
38.4251,,,,3.8335,,,-2.068,,,,
38.4251,3.838208,3.947593,,,3.937499,0.0,,-2.068,567.38306,-0.08899049,0.8190024
38.4291,3.8382635,3.94754,,,3.937499,0.0,,-1.8970001,567.468,-0.08898929,0.8190024
38.4291,,,,3.8335,,,-1.8970001,,,,
38.4331,,,,3.8335,,,-2.24,,,,
38.4331,3.8383222,3.9475675,,,3.937499,0.0,,-2.24,567.765,-0.08898787,0.8190024
38.4371,3.8383825,3.9476461,,,3.937499,0.0,,-2.5080001,567.97705,-0.08898629,0.8190024
38.4371,,,,3.8335,,,-2.5080001,,,,
38.4411,3.83844,3.9477117,,,3.937499,0.0,,-2.5080001,567.552,-0.08898471,0.8190024
38.4411,,,,3.8335,,,-2.5080001,,,,
38.4451,3.8384895,3.9477062,,,3.937499,0.0,,-2.219,567.72205,-0.08898332,0.8190024
38.4451,,,,3.8335,,,-2.219,,,,
38.4491,,,,3.8335,,,-1.8420001,,,,
38.4491,3.83853,3.947623,,,3.937499,0.0,,-1.8420001,567.468,-0.08898216,0.8190024
38.4531,3.8385725,3.9476008,,,3.937499,0.0,,-2.068,567.85004,-0.08898085,0.8190024
38.4531,,,,3.8335,,,-2.068,,,,
38.4571,,,,3.8335,,,-2.3160002,,,,
38.4571,3.838617,3.947634,,,3.937499,0.0,,-2.3160002,567.72205,-0.08897939,0.8190024
38.4611,3.8386545,3.947602,,,3.937499,0.0,,-2.0300002,567.59503,-0.08897811,0.8190024
38.4611,,,,3.8335,,,-2.0300002,,,,
38.4651,3.8386886,3.9475584,,,3.937499,0.0,,-1.9480001,567.935,-0.08897689,0.8190024
38.4661,,,,3.8335,,,-1.9480001,,,,
38.4691,3.838725,3.9475696,,,3.937499,0.0,,-2.177,567.935,-0.08897551,0.8190024
38.4691,,,,3.8335,,,-2.177,,,,
38.4731,3.838758,3.947558,,,3.937499,0.0,,-2.0760002,567.552,-0.08897421,0.8190024
38.4731,,,,3.8335,,,-2.0760002,,,,
38.4771,,,,3.8335,,,-2.0760002,,,,
38.4771,3.8387892,3.9475482,,,3.937499,0.0,,-2.0760002,567.552,-0.088972904,0.8190024
38.4811,3.8388188,3.94754,,,3.937499,0.0,,-2.0760002,567.552,-0.0889716,0.8190024
38.4821,,,,3.8335,,,-2.0760002,,,,
38.4851,,,,3.8335,,,-2.066,,,,
38.4851,3.8388467,3.9475312,,,3.937499,0.0,,-2.066,567.552,-0.08897029,0.8190024
38.4891,3.8388784,3.947585,,,3.937499,0.0,,-2.3600001,568.104,-0.0889688,0.8190024
38.4891,,,,3.8335,,,-2.3600001,,,,
38.4931,3.8389108,3.9476597,,,3.937499,0.0,,-2.502,568.104,-0.08896722,0.8190024
38.4931,,,,3.8335,,,-2.502,,,,
38.4971,3.8389325,3.9476113,,,3.937499,0.0,,-1.9720001,567.807,-0.088965975,0.8190024
38.4971,,,,3.8335,,,-1.9720001,,,,
38.5011,3.934,3.9335325,,,3.9371576,0.0,,-1.9720001,567.72205,-0.08896473,0.81848925
38.5011,,,,3.934,,,-1.9720001,,,,
38.5025,,,3.934,,,,,,,,
38.5051,3.9340343,3.9335325,,,3.9371576,0.0,,-1.9720001,567.72205,-0.088963486,0.81848925
38.5051,,,,3.934,,,-1.9720001,,,,
38.5091,3.934067,3.9335349,,,3.9371576,0.0,,-1.983,567.765,-0.088962235,0.81848925
38.5091,,,,3.934,,,-1.983,,,,
