time,ControlsOut.LowestCell,ControlsOut.VL_est,CellVoltages.MinVoltage,ControlsIn.TS_cell_low,ControlsOut.VOC,ControlsOut.Pedal,ControlsIn.TS_current,ControlsOut.TS_current,ControlsOut.TS_voltage,Energy_used kWh,ControlsOut.SoC
125.9762,3.9227998,3.9227934,,,3.9106693,-0.1664155,,0.017,1.613,-0.3519752,0.77685404
125.9762,,,,3.9227998,,,0.017,,,,
125.9802,,,,3.9227998,,,0.015000001,,,,
125.9802,3.9227998,3.9227931,,,3.9106693,-0.15776391,,0.015000001,1.825,-0.3519752,0.77685404
125.9832,3.9227998,3.9227931,,,3.9106693,-0.15460181,,0.015000001,1.57,-0.3519752,0.77685404
125.9842,,,,3.9227998,,,0.015000001,,,,
125.9882,3.9227998,3.922795,,,3.9106693,-0.15776391,,0.0050000004,1.57,-0.3519752,0.77685404
125.9882,,,,3.9227998,,,0.0050000004,,,,
125.9912,,,,3.9227998,,,0.0050000004,,,,
125.9912,3.9227998,3.9227967,,,3.9106693,-0.15951356,,0.0050000004,1.697,-0.3519752,0.77685404
125.9962,3.9227998,3.9227982,,,3.9106693,-0.15776391,,0.0050000004,1.358,-0.3519752,0.77685404
125.9962,,,,3.9227998,,,0.0050000004,,,,
125.9992,3.9227998,3.9227948,,,3.9106693,-0.16233848,,0.026,1.613,-0.3519752,0.77685404
126.0002,,,,3.9227998,,,0.026,,,,
126.0042,,,,3.9227998,,,0.012,,,,
126.0042,3.9227998,3.922795,,,3.9106693,-0.15734655,,0.012,1.697,-0.3519752,0.77685404
126.0082,,,,3.9227998,,,0.013,,,,
126.0082,3.9227998,3.922795,,,3.9106693,-0.1505248,,0.013,1.315,-0.3519752,0.77685404
126.0112,3.9227998,3.922795,,,3.9106693,-0.15543653,,0.013,1.613,-0.3519752,0.77685404
126.0122,,,,3.9227998,,,0.013,,,,
126.0162,3.9227998,3.9227946,,,3.9106693,-0.15776391,,0.015000001,1.825,-0.3519752,0.77685404
126.0162,,,,3.9227998,,,0.015000001,,,,
126.0202,,,,3.9227998,,,0.016,,,,
126.0202,3.9227998,3.922794,,,3.9106693,-0.15460181,,0.016,1.7820001,-0.3519752,0.77685404
126.0232,3.9227998,3.922793,,,3.9106693,-0.15776391,,0.019000001,1.697,-0.3519752,0.77685404
126.0242,,,,3.9227998,,,0.019000001,,,,
126.0282,3.9227998,3.9227948,,,3.9106693,-0.15460181,,0.0050000004,1.7400001,-0.3519752,0.77685404
126.0282,,,,3.9227998,,,0.0050000004,,,,
126.0312,3.9227998,3.9227967,,,3.9106693,-0.15551671,,0.004,1.6550001,-0.3519752,0.77685404
126.0322,,,,3.9227998,,,0.004,,,,
126.0362,,,,3.9227998,,,0.013,,,,
126.0362,3.9227998,3.9227965,,,3.9106693,-0.15684901,,0.013,1.4430001,-0.3519752,0.77685404
126.0392,3.9227998,3.9227972,,,3.9106693,-0.16184093,,0.008,1.6550001,-0.3519752,0.77685404
126.0402,,,,3.9227998,,,0.008,,,,
126.0442,,,,3.9227998,,,0.010000001,,,,
126.0442,3.9227998,3.9227974,,,3.9106693,-0.15551671,,0.010000001,1.613,-0.3519752,0.77685404
126.0469,,,,3.9227998,,,0.009000001,,,,
126.0482,3.9227998,3.922798,,,3.9106693,-0.16416831,,0.009000001,1.7400001,-0.3519752,0.77685404
126.0499,3.9227998,3.9227962,,,3.9106693,-0.16184093,,0.018000001,1.613,-0.3519752,0.77685404
126.0509,,,,3.9227998,,,0.018000001,,,,
126.0549,3.9227998,3.922795,,,3.9106693,-0.15959375,,0.017,1.485,-0.3519752,0.77685404
126.0549,,,,3.9227998,,,0.017,,,,
126.0579,3.9227998,3.922795,,,3.9106693,-0.15551671,,0.013,1.485,-0.3519752,0.77685404
126.0589,,,,3.9227998,,,0.013,,,,
126.0619,3.9227998,3.9227948,,,3.9106693,-0.15684901,,0.014,1.57,-0.3519752,0.77685404
126.0629,,,,3.9227998,,,0.014,,,,
126.0669,,,,3.9227998,,,0.003,,,,
126.0669,3.9227998,3.922797,,,3.9106693,-0.15509936,,0.003,1.57,-0.3519752,0.77685404
126.0699,,,,3.9227998,,,0.013,,,,
126.0699,3.9227998,3.9227965,,,3.9106693,-0.15460181,,0.013,1.485,-0.3519752,0.77685404
126.0749,3.9227998,3.9227967,,,3.9106693,-0.15460181,,0.010000001,1.613,-0.3519752,0.77685404
126.0749,,,,3.9227998,,,0.010000001,,,,
126.0779,3.9227998,3.922797,,,3.9106693,-0.15551671,,0.010000001,1.613,-0.3519752,0.77685404
126.0789,,,,3.9227998,,,0.010000001,,,,
126.0829,3.9227998,3.922799,,,3.9106693,-0.15684901,,0.001,1.5280001,-0.3519752,0.77685404
126.0829,,,,3.9227998,,,0.001,,,,
126.0869,,,,3.9227998,,,0.001,,,,
126.0869,3.9227998,3.9228008,,,3.9106693,-0.15734655,,0.001,1.5280001,-0.3519752,0.77685404
126.0909,3.9227998,3.9228022,,,3.9106693,-0.15734655,,0.001,1.5280001,-0.3519752,0.77685404
126.0909,,,,3.9227998,,,0.001,,,,
126.0949,3.9227998,3.922801,,,3.9106693,-0.15684901,,0.013,1.358,-0.3519752,0.77685404
126.0949,,,,3.9227998,,,0.013,,,,
126.0989,3.9227998,3.9228005,,,3.9106693,-0.15277198,,0.010000001,1.613,-0.3519752,0.77685404
126.0989,,,,3.9227998,,,0.010000001,,,,
126.1029,3.9227998,3.9228003,,,3.9106693,-0.15826145,,0.010000001,1.6550001,-0.3519752,0.77685404
126.1029,,,,3.9227998,,,0.010000001,,,,
126.1069,,,,3.9227998,,,0.012,,,,
126.1069,3.9227998,3.9227996,,,3.9106693,-0.15460181,,0.012,1.4430001,-0.3519752,0.77685404
126.1099,3.9227998,3.922799,,,3.9106693,-0.16233848,,0.012,1.4000001,-0.3519752,0.77685404
126.1109,,,,3.9227998,,,0.012,,,,
126.1118,,,3.9228,,,,,,,,
126.1149,3.9227998,3.9227986,,,3.9106693,-0.15776391,,0.012,1.4000001,-0.3519752,0.77685404
126.1149,,,,3.9227998,,,0.012,,,,
126.1189,3.9227998,3.9227982,,,3.9106693,-0.1578441,,0.012,1.485,-0.3519752,0.77685404
126.1189,,,,3.9227998,,,0.012,,,,
126.1229,,,,3.9227998,,,0.013,,,,
126.1229,3.9227998,3.9227977,,,3.9106693,-0.15501918,,0.013,1.5280001,-0.3519752,0.77685404
126.1269,,,,3.9227998,,,0.010000001,,,,
126.1269,3.9227998,3.922798,,,3.9106693,-0.15959375,,0.010000001,1.4000001,-0.3519752,0.77685404
126.1309,,,,3.9227998,,,0.009000001,,,,
126.1309,3.9227998,3.9227982,,,3.9106693,-0.15734655,,0.009000001,1.613,-0.3519752,0.77685404
126.1349,,,,3.9227998,,,0.016,,,,
126.1349,3.9227998,3.922797,,,3.9106693,-0.15551671,,0.016,1.697,-0.3519752,0.77685404
126.1379,,,,3.9227998,,,0.023000002,,,,
126.1379,3.9227998,3.9227946,,,3.9106693,-0.14728251,,0.023000002,1.613,-0.3519752,0.77685404
126.1429,,,,3.9227998,,,0.006,,,,
126.1429,3.9227998,3.922796,,,3.9106693,-0.15551671,,0.006,1.485,-0.3519752,0.77685404
126.1469,3.9227998,3.9227955,,,3.9106693,-0.15318935,,0.014,1.6550001,-0.3519752,0.77685404
126.1469,,,,3.9227998,,,0.014,,,,
126.1499,,,,3.9227998,,,0.013,,,,
126.1499,3.9227998,3.9227953,,,3.9106693,-0.15501918,,0.013,1.57,-0.3519752,0.77685404
126.1549,,,,3.9227998,,,0.004,,,,
126.1549,3.9227998,3.9227972,,,3.9106693,-0.15551671,,0.004,1.4000001,-0.3519752,0.77685404
126.1589,,,,3.9227998,,,0.004,,,,
126.1589,3.9227998,3.9227986,,,3.9106693,-0.16283602,,0.004,1.485,-0.3519752,0.77685404
126.1629,,,,3.9227998,,,0.013,,,,
126.1629,3.9227998,3.922798,,,3.9106693,-0.15684901,,0.013,1.358,-0.3519752,0.77685404
126.1669,,,,3.9227998,,,0.017,,,,
126.1669,3.9227998,3.9227965,,,3.9106693,-0.15734655,,0.017,1.485,-0.3519752,0.77685404
126.1709,3.9227998,3.9227953,,,3.9106693,-0.15002725,,0.017,1.485,-0.3519752,0.77685404
126.1709,,,,3.9227998,,,0.017,,,,
126.1749,,,,3.9227998,,,0.009000001,,,,
126.1749,3.9227998,3.922796,,,3.9106693,-0.15826145,,0.009000001,1.485,-0.3519752,0.77685404
126.1789,3.9227998,3.9227943,,,3.9106693,-0.15551671,,0.020000001,1.5280001,-0.3519752,0.77685404
126.1789,,,,3.9227998,,,0.020000001,,,,
126.1829,,,,3.9227998,,,0.018000001,,,,
126.1829,3.9227998,3.9227934,,,3.9106693,-0.15959375,,0.018000001,1.273,-0.3519752,0.77685404
126.1869,3.9227998,3.9227936,,,3.9106693,-0.15460181,,0.013,1.5280001,-0.3519752,0.77685404
126.1869,,,,3.9227998,,,0.013,,,,
126.1899,3.9227998,3.9227948,,,3.9106693,-0.15227444,,0.008,1.485,-0.3519752,0.77685404
126.1909,,,,3.9227998,,,0.008,,,,
126.1949,3.9227998,3.9227939,,,3.9106693,-0.15543653,,0.017,1.485,-0.3519752,0.77685404
126.1949,,,,3.9227998,,,0.017,,,,
126.1989,3.9227998,3.922793,,,3.9106693,-0.15277198,,0.018000001,1.23,-0.3519752,0.77685404
126.1989,,,,3.9227998,,,0.018000001,,,,
126.2029,3.9227998,3.9227922,,,3.9106693,-0.15551671,,0.018000001,1.23,-0.3519752,0.77685404
126.2029,,,,3.9227998,,,0.018000001,,,,
126.2069,,,,3.9227998,,,0.013,,,,
126.2069,3.9227998,3.9227927,,,3.9106693,-0.14819741,,0.013,1.4000001,-0.3519752,0.77685404
126.2099,3.9227998,3.9227905,,,3.9106693,-0.15318935,,0.025,1.4000001,-0.3519752,0.77685404
126.2099,,,,3.9227998,,,0.025,,,,
126.2149,,,,3.9227998,,,0.025,,,,
126.2149,3.9227998,3.9227886,,,3.9106693,-0.16458566,,0.025,1.358,-0.3519752,0.77685404
126.2179,,,,3.9227998,,,0.009000001,,,,
126.2179,3.9227998,3.9227905,,,3.9106693,-0.15826145,,0.009000001,1.358,-0.3519752,0.77685404
126.2229,3.9227998,3.9227924,,,3.9106693,-0.15551671,,0.007,1.5280001,-0.3519752,0.77685404
126.2229,,,,3.9227998,,,0.007,,,,
126.2269,,,,3.9227998,,,0.003,,,,
126.2269,3.9227998,3.9227948,,,3.9106693,-0.15776391,,0.003,1.1880001,-0.3519752,0.77685404
126.2299,3.9227998,3.9227953,,,3.9106693,-0.15235463,,0.011000001,1.358,-0.3519752,0.77685404
126.2309,,,,3.9227998,,,0.011000001,,,,
126.2349,,,,3.9227998,,,0.011000001,,,,
126.2349,3.9227998,3.9227958,,,3.9106693,-0.15551671,,0.011000001,1.315,-0.3519752,0.77685404
126.2389,,,,3.9227998,,,0.015000001,,,,
126.2389,3.9227998,3.9227953,,,3.9106693,-0.16009128,,0.015000001,1.0610001,-0.3519752,0.77685404
126.2419,3.9227998,3.922795,,,3.9106693,-0.16050865,,0.014,1.315,-0.3519752,0.77685404
126.2429,,,,3.9227998,,,0.014,,,,
126.2469,,,,3.9227998,,,0.016,,,,
126.2469,3.9227998,3.9227943,,,3.9106693,-0.14503533,,0.016,1.273,-0.3519752,0.77685404
126.2499,,,,3.9227998,,,0.012,,,,
126.2499,3.9227998,3.9227946,,,3.9106693,-0.15318935,,0.012,1.23,-0.3519752,0.77685404
126.2549,3.9227998,3.9227948,,,3.9106693,-0.15094215,,0.012,1.315,-0.3519752,0.77685404
126.2549,,,,3.9227998,,,0.012,,,,
126.2579,3.9227998,3.9227962,,,3.9106693,-0.16050865,,0.006,1.358,-0.3519752,0.77685404
126.2589,,,,3.9227998,,,0.006,,,,
126.2629,,,,3.9227998,,,0.013,,,,
126.2629,3.9227998,3.922796,,,3.9106693,-0.1590962,,0.013,1.23,-0.3519752,0.77685404
126.2669,3.9227998,3.922796,,,3.9106693,-0.1590962,,0.012,1.4000001,-0.3519752,0.77685404
126.2669,,,,3.9227998,,,0.012,,,,
126.2699,3.9227998,3.9227965,,,3.9106693,-0.15734655,,0.010000001,1.4000001,-0.3519752,0.77685404
126.2709,,,,3.9227998,,,0.010000001,,,,
126.2799,,,,3.9227998,,,0.025,,,,
126.2799,3.9227998,3.9227922,,,3.9106693,-0.15460181,,0.025,1.1880001,-0.3519752,0.77685404
126.2819,3.9227998,3.9227931,,,3.9106693,-0.15776391,,0.010000001,1.315,-0.3519752,0.77685404
126.2829,,,,3.9227998,,,0.010000001,,,,
126.2869,,,,3.9227998,,,0.010000001,,,,
126.2869,3.9227998,3.922794,,,3.9106693,-0.16050865,,0.010000001,1.315,-0.3519752,0.77685404
126.2909,,,,3.9227998,,,0.010000001,,,,
126.2909,3.9227998,3.9227948,,,3.9106693,-0.15551671,,0.010000001,1.315,-0.3519752,0.77685404
126.2949,,,,3.9227998,,,0.017,,,,
126.2949,3.9227998,3.9227939,,,3.9106693,-0.16233848,,0.017,1.23,-0.3519752,0.77685404
126.2979,3.9227998,3.9227958,,,3.9106693,-0.15959375,,0.0050000004,1.273,-0.3519752,0.77685404
126.2989,,,,3.9227998,,,0.0050000004,,,,
126.3029,3.9227998,3.9227967,,,3.9106693,-0.15776391,,0.008,1.146,-0.3519752,0.77685404
126.3029,,,,3.9227998,,,0.008,,,,
126.3069,3.9227998,3.9227974,,,3.9106693,-0.15501918,,0.008,1.315,-0.3519752,0.77685404
126.3069,,,,3.9227998,,,0.008,,,,
126.3099,3.9227998,3.9227967,,,3.9106693,-0.1590962,,0.015000001,1.4430001,-0.3519752,0.77685404
126.3109,,,,3.9227998,,,0.015000001,,,,
126.3121,,,3.9231,,,,,,,,
126.3149,3.9231,3.9230962,,,3.9113317,-0.15460181,,0.015000001,1.4430001,-0.3519752,0.7780176
126.3149,,,,3.9231,,,0.015000001,,,,
126.3179,3.9231,3.9230955,,,3.9113317,-0.16050865,,0.018000001,1.358,-0.3519752,0.7780176
126.3189,,,,3.9231,,,0.018000001,,,,
126.3229,3.9231,3.9230971,,,3.9113317,-0.15509936,,0.007,1.146,-0.3519752,0.7780176
126.3239,,,,3.9231,,,0.007,,,,
126.3269,3.9231,3.9230967,,,3.9113317,-0.16275583,,0.017,1.103,-0.3519752,0.7780176
126.3269,,,,3.9231,,,0.017,,,,
126.3299,,,,3.9231,,,0.008,,,,
126.3299,3.9231,3.923098,,,3.9113317,-0.15094215,,0.008,1.273,-0.3519752,0.7780176
126.3349,3.9231,3.9230998,,,3.9113317,-0.15277198,,0.006,1.315,-0.3519752,0.7780176
126.3349,,,,3.9231,,,0.006,,,,
126.3389,3.9231,3.9231007,,,3.9113317,-0.15318935,,0.008,1.23,-0.3519752,0.7780176
126.3389,,,,3.9231,,,0.008,,,,
126.3419,,,,3.9231,,,0.010000001,,,,
126.3419,3.9231,3.923101,,,3.9113317,-0.1505248,,0.010000001,1.1880001,-0.3519752,0.7780176
126.3469,3.9231,3.9231007,,,3.9113317,-0.15959375,,0.013,1.146,-0.3519752,0.7780176
126.3469,,,,3.9231,,,0.013,,,,
126.3499,3.9231,3.9230993,,,3.9113317,-0.15551671,,0.018000001,1.273,-0.3519752,0.7780176
126.3509,,,,3.9231,,,0.018000001,,,,
126.3549,,,,3.9231,,,0.017,,,,
126.3549,3.9231,3.9230983,,,3.9113317,-0.15460181,,0.017,1.103,-0.3519752,0.7780176
126.3579,,,,3.9231,,,0.013,,,,
126.3579,3.9231,3.9230983,,,3.9113317,-0.15776391,,0.013,0.9760001,-0.3519752,0.7780176
126.3629,3.9231,3.9230978,,,3.9113317,-0.1578441,,0.016,1.23,-0.3519752,0.7780176
126.3629,,,,3.9231,,,0.016,,,,
126.3669,3.9231,3.9230971,,,3.9113317,-0.15959375,,0.017,1.103,-0.3519752,0.7780176
126.3669,,,,3.9231,,,0.017,,,,
126.3709,,,,3.9231,,,0.014,,,,
126.3709,3.9231,3.9230971,,,3.9113317,-0.15959375,,0.014,1.1880001,-0.3519752,0.7780176
126.3749,3.9231,3.9230971,,,3.9113317,-0.15227444,,0.014,1.1880001,-0.3519752,0.7780176
126.3749,,,,3.9231,,,0.014,,,,
126.3789,,,,3.9231,,,0.019000001,,,,
126.3789,3.9231,3.9230962,,,3.9113317,-0.15447089,,0.019000001,1.1880001,-0.3519752,0.7780176
126.3829,3.9231,3.9230952,,,3.9113317,-0.15501918,,0.019000001,1.23,-0.3519752,0.7780176
126.3829,,,,3.9231,,,0.019000001,,,,
126.3869,3.9231,3.923096,,,3.9113317,-0.15967393,,0.013,1.146,-0.3519752,0.7780176
126.3869,,,,3.9231,,,0.013,,,,
126.3909,3.9231,3.923096,,,3.9113317,-0.15959375,,0.015000001,1.358,-0.3519752,0.7780176
126.3909,,,,3.9231,,,0.015000001,,,,
126.3949,,,,3.9231,,,0.015000001,,,,
126.3949,3.9231,3.923096,,,3.9113317,-0.15460181,,0.015000001,0.0,-0.3519752,0.7780176
126.3979,3.9231,3.923097,,,3.9113317,-0.16050865,,0.011000001,0.0,-0.3519752,0.7780176
126.3989,,,,3.9231,,,0.011000001,,,,
126.4029,3.9231,3.9230974,,,3.9113317,-0.15002725,,0.012,0.0,-0.3519752,0.7780176
126.4029,,,,3.9231,,,0.012,,,,
126.4069,3.9231,3.923098,,,3.9113317,-0.16009128,,0.011000001,0.0,-0.3519752,0.7780176
126.4069,,,,3.9231,,,0.011000001,,,,
126.4099,3.9231,3.9230986,,,3.9113317,-0.15776391,,0.011000001,0.0,-0.3519752,0.7780176
126.4109,,,,3.9231,,,0.011000001,,,,
126.4149,3.9231,3.9230983,,,3.9113317,-0.15776391,,0.014,0.46600002,-0.3519752,0.7780176
126.4149,,,,3.9231,,,0.014,,,,
126.4189,3.9231,3.9230978,,,3.9113317,-0.14819741,,0.015000001,0.80600005,-0.3519752,0.7780176
126.4189,,,,3.9231,,,0.015000001,,,,
126.4229,,,,3.9231,,,0.0050000004,,,,
126.4229,3.9231,3.9230998,,,3.9113317,-0.15826145,,0.0050000004,1.0610001,-0.3519752,0.7780176
126.4269,3.9231,3.923102,,,3.9113317,-0.15094215,,0.002,1.146,-0.3519752,0.7780176
126.4269,,,,3.9231,,,0.002,,,,
126.4309,3.9231,3.9231,,,3.9113317,-0.15959375,,0.020000001,1.23,-0.3519752,0.7780176
126.4309,,,,3.9231,,,0.020000001,,,,
126.4349,,,,3.9231,,,0.010000001,,,,
126.4349,3.9231,3.9231005,,,3.9113317,-0.15277198,,0.010000001,1.4000001,-0.3519752,0.7780176
126.4389,3.9231,3.9231014,,,3.9113317,-0.16009128,,0.007,1.23,-0.3519752,0.7780176
126.4389,,,,3.9231,,,0.007,,,,
126.4429,,,,3.9231,,,0.0050000004,,,,
126.4429,3.9231,3.9231026,,,3.9113317,-0.15460181,,0.0050000004,1.146,-0.3519752,0.7780176
126.4469,3.9231,3.9231021,,,3.9113317,-0.15235463,,0.012,1.315,-0.3519752,0.7780176
126.4469,,,,3.9231,,,0.012,,,,
126.4509,,,,3.9231,,,0.010000001,,,,
126.4509,3.9231,3.9231021,,,3.9113317,-0.1590962,,0.010000001,1.103,-0.3519752,0.7780176
126.4549,,,,3.9231,,,0.015000001,,,,
126.4549,3.9231,3.9231012,,,3.9113317,-0.15460181,,0.015000001,1.315,-0.3519752,0.7780176
126.4589,3.9231,3.9231005,,,3.9113317,-0.15776391,,0.014,1.0610001,-0.3519752,0.7780176
126.4589,,,,3.9231,,,0.014,,,,
126.4629,3.9231,3.9231005,,,3.9113317,-0.15094215,,0.012,1.23,-0.3519752,0.7780176
126.4629,,,,3.9231,,,0.012,,,,
126.4669,3.9231,3.9231005,,,3.9113317,-0.15601426,,0.012,1.23,-0.3519752,0.7780176
126.4669,,,,3.9231,,,0.012,,,,
126.4709,,,,3.9231,,,0.015000001,,,,
126.4709,3.9231,3.9230998,,,3.9113317,-0.15551671,,0.015000001,1.146,-0.3519752,0.7780176
126.4749,,,,3.9231,,,0.006,,,,
126.4749,3.9231,3.923101,,,3.9113317,-0.15734655,,0.006,1.273,-0.3519752,0.7780176
126.4789,3.9231,3.923101,,,3.9113317,-0.15734655,,0.011000001,1.1880001,-0.3519752,0.7780176
126.4789,,,,3.9231,,,0.011000001,,,,
126.4829,,,,3.9231,,,0.011000001,,,,
126.4829,3.9231,3.923101,,,3.9113317,-0.15551671,,0.011000001,1.485,-0.3519752,0.7780176
126.4869,3.9231,3.923101,,,3.9113317,-0.15326953,,0.011000001,1.485,-0.3519752,0.7780176
126.4869,,,,3.9231,,,0.011000001,,,,
126.4909,3.9231,3.923101,,,3.9113317,-0.15959375,,0.011000001,1.485,-0.3519752,0.7780176
126.4909,,,,3.9231,,,0.011000001,,,,
126.4949,3.9231,3.9231007,,,3.9113317,-0.14952971,,0.013,1.4000001,-0.3519752,0.7780176
126.4949,,,,3.9231,,,0.013,,,,
126.4989,,,,3.9231,,,0.004,,,,
126.4989,3.9231,3.9231024,,,3.9113317,-0.15551671,,0.004,1.273,-0.3519752,0.7780176
126.5029,3.9231,3.9231045,,,3.9113317,-0.15776391,,-0.0,1.146,-0.3519752,0.7780176
126.5029,,,,3.9231,,,-0.0,,,,
126.5069,3.9231,3.923103,,,3.9113317,-0.15551671,,0.015000001,1.315,-0.3519752,0.7780176
126.5069,,,,3.9231,,,0.015000001,,,,
126.5099,3.9234,3.923415,,,3.9119751,-0.15551671,,0.006,1.1880001,-0.3519752,0.7791481
126.5109,,,,3.9234,,,0.006,,,,
126.5118,,,3.9234,,,,,,,,
126.5149,,,,3.9234,,,0.006,,,,
126.5149,3.9234,3.923415,,,3.9119751,-0.15551671,,0.006,1.1880001,-0.3519752,0.7791481
126.5189,3.9234,3.923416,,,3.9119751,-0.16416831,,0.002,1.315,-0.3519752,0.7791481
126.5189,,,,3.9234,,,0.002,,,,
126.5229,,,,3.9234,,,0.010000001,,,,
126.5229,3.9234,3.923415,,,3.9119751,-0.15551671,,0.010000001,1.146,-0.3519752,0.7791481
126.5269,,,,3.9234,,,0.020000001,,,,
126.5269,3.9234,3.923412,,,3.9119751,-0.18429638,,0.020000001,1.23,-0.3519752,0.7791481
126.5299,3.9234,3.923413,,,3.9119751,-0.15501918,,0.004,1.1880001,-0.3519752,0.7791481
126.5309,,,,3.9234,,,0.004,,,,
126.5349,,,,3.9234,,,0.004,,,,
126.5349,3.9234,3.9234138,,,3.9119751,-0.16009128,,0.004,1.1880001,-0.3519752,0.7791481
126.5379,3.9234,3.9234128,,,3.9119751,-0.15776391,,0.011000001,1.5280001,-0.3519752,0.7791481
126.5389,,,,3.9234,,,0.011000001,,,,
126.5429,,,,3.9234,,,0.011000001,,,,
126.5429,3.9234,3.923412,,,3.9119751,-0.15734655,,0.011000001,1.358,-0.3519752,0.7791481
126.5469,3.9234,3.9234111,,,3.9119751,-0.16050865,,0.013,1.146,-0.3519752,0.7791481
126.5469,,,,3.9234,,,0.013,,,,
126.5509,,,,3.9234,,,0.008,,,,
126.5509,3.9234,3.9234114,,,3.9119751,-0.15959375,,0.008,1.146,-0.3519752,0.7791481
126.5549,,,,3.9234,,,0.008,,,,
126.5549,3.9234,3.9234116,,,3.9119751,-0.15318935,,0.008,1.1880001,-0.3519752,0.7791481
126.5589,,,,3.9234,,,0.006,,,,
126.5589,3.9234,3.923412,,,3.9119751,-0.15551671,,0.006,1.358,-0.3519752,0.7791481
126.5619,3.9234,3.9234107,,,3.9119751,-0.15734655,,0.015000001,1.23,-0.3519752,0.7791481
126.5629,,,,3.9234,,,0.015000001,,,,
126.5669,,,,3.9234,,,0.016,,,,
126.5669,3.9234,3.9234092,,,3.9119751,-0.15509936,,0.016,1.018,-0.3519752,0.7791481
126.5699,,,,3.9234,,,0.012,,,,
126.5699,3.9234,3.923409,,,3.9119751,-0.15826145,,0.012,1.0610001,-0.3519752,0.7791481
126.5749,,,,3.9234,,,0.006,,,,
126.5749,3.9234,3.92341,,,3.9119751,-0.15776391,,0.006,1.4000001,-0.3519752,0.7791481
126.5789,3.9234,3.9234068,,,3.9119751,-0.16241866,,0.025,1.358,-0.3519752,0.7791481
126.5789,,,,3.9234,,,0.025,,,,
126.5829,3.9234,3.923407,,,3.9119751,-0.16050865,,0.011000001,1.146,-0.3519752,0.7791481
126.5829,,,,3.9234,,,0.011000001,,,,
126.5869,3.9234,3.923407,,,3.9119751,-0.16009128,,0.012,1.23,-0.3519752,0.7791481
126.5869,,,,3.9234,,,0.012,,,,
126.5909,3.9234,3.923406,,,3.9119751,-0.15959375,,0.018000001,0.933,-0.3519752,0.7791481
126.5909,,,,3.9234,,,0.018000001,,,,
126.5949,3.9234,3.923407,,,3.9119751,-0.16009128,,0.007,1.018,-0.3519752,0.7791481
126.5949,,,,3.9234,,,0.007,,,,
126.5989,,,,3.9234,,,0.006,,,,
126.5989,3.9234,3.9234085,,,3.9119751,-0.15501918,,0.006,1.146,-0.3519752,0.7791481
126.6029,,,,3.9234,,,0.016,,,,
126.6029,3.9234,3.9234076,,,3.9119751,-0.16416831,,0.016,1.146,-0.3519752,0.7791481
126.6069,,,,3.9234,,,0.015000001,,,,
126.6069,3.9234,3.9234068,,,3.9119751,-0.15734655,,0.015000001,1.146,-0.3519752,0.7791481
126.6109,,,,3.9234,,,0.010000001,,,,
126.6109,3.9234,3.9234073,,,3.9119751,-0.15734655,,0.010000001,0.933,-0.3519752,0.7791481
126.6149,3.9234,3.9234087,,,3.9119751,-0.16283602,,0.0050000004,1.146,-0.3519752,0.7791481
126.6149,,,,3.9234,,,0.0050000004,,,,
126.6189,,,,3.9234,,,0.003,,,,
126.6189,3.9234,3.9234104,,,3.9119751,-0.15509936,,0.003,1.358,-0.3519752,0.7791481
126.6229,3.9234,3.9234087,,,3.9119751,-0.15551671,,0.017,1.358,-0.3519752,0.7791481
126.6239,,,,3.9234,,,0.017,,,,
126.6269,,,,3.9234,,,0.023000002,,,,
126.6269,3.9234,3.9234061,,,3.9119751,-0.15460181,,0.023000002,1.018,-0.3519752,0.7791481
126.6309,,,,3.9234,,,0.003,,,,
126.6309,3.9234,3.9234083,,,3.9119751,-0.15460181,,0.003,1.315,-0.3519752,0.7791481
126.6349,,,,3.9234,,,0.006,,,,
126.6349,3.9234,3.9234095,,,3.9119751,-0.15277198,,0.006,1.146,-0.3519752,0.7791481
126.6389,,,,3.9234,,,0.001,,,,
126.6389,3.9234,3.9234114,,,3.9119751,-0.15501918,,0.001,1.103,-0.3519752,0.7791481
126.6429,,,,3.9234,,,0.017,,,,
126.6429,3.9234,3.9234097,,,3.9119751,-0.15277198,,0.017,1.103,-0.3519752,0.7791481
126.6469,3.9234,3.9234102,,,3.9119751,-0.15826145,,0.008,1.4000001,-0.3519752,0.7791481
126.6469,,,,3.9234,,,0.008,,,,
126.6509,3.9234,3.923409,,,3.9119751,-0.15684901,,0.015000001,1.103,-0.3519752,0.7791481
126.6509,,,,3.9234,,,0.015000001,,,,
126.6549,,,,3.9234,,,0.016,,,,
126.6549,3.9234,3.9234078,,,3.9119751,-0.15776391,,0.016,1.315,-0.3519752,0.7791481
126.6589,3.9234,3.9234076,,,3.9119751,-0.15318935,,0.013,1.018,-0.3519752,0.7791481
126.6589,,,,3.9234,,,0.013,,,,
126.6629,,,,3.9234,,,0.010000001,,,,
126.6629,3.9234,3.923408,,,3.9119751,-0.15318935,,0.010000001,1.1880001,-0.3519752,0.7791481
126.6669,3.9234,3.923408,,,3.9119751,-0.15776391,,0.011000001,1.0610001,-0.3519752,0.7791481
126.6669,,,,3.9234,,,0.011000001,,,,
126.6709,,,,3.9234,,,0.008,,,,
126.6709,3.9234,3.9234087,,,3.9119751,-0.15277198,,0.008,0.9760001,-0.3519752,0.7791481
126.6749,3.9234,3.9234076,,,3.9119751,-0.15551671,,0.017,1.103,-0.3519752,0.7791481
