time,ControlsOut.TS_current,CellVoltages.MinVoltage
0.4471,0.245,
0.4501,0.23700002,
0.4551,0.21100001,
0.4581,0.21100001,
0.4631,0.21100001,
0.4671,0.22600001,
0.4701,0.22600001,
0.4751,0.231,
0.4781,0.22000001,
0.4821,0.231,
0.4849,,3.9977
0.4861,0.231,
0.4911,0.24200001,
0.4951,0.22900002,
0.4991,0.22200002,
0.5031,0.25500003,
0.5071,0.21200001,
0.5101,0.22600001,
0.5151,0.25100002,
0.5181,0.215,
0.5231,0.215,
0.5271,0.24000001,
0.5301,0.24400002,
0.5351,0.25500003,
0.5391,0.23600002,
0.5421,0.24200001,
0.5471,0.23400001,
0.5501,0.238,
0.5561,0.25,
0.5581,0.23200001,
0.5631,0.23200001,
0.5671,0.23900001,
0.5711,0.23900001,
0.5751,0.238,
0.5781,0.245,
0.5831,0.23600002,
0.5871,0.231,
0.5901,0.22700001,
0.5951,0.24100001,
0.5991,0.252,
0.6021,0.24700001,
0.6071,0.246,
0.6101,0.22900002,
0.6151,0.24200001,
0.6191,0.24200001,
0.6231,0.25,
0.6271,0.22000001,
0.6301,0.21300001,
0.6351,0.21700001,
0.6391,0.22100002,
0.6421,0.22900002,
0.6471,0.21700001,
0.6501,0.22200002,
0.6551,0.23300001,
0.6581,0.23300001,
0.6631,0.23300001,
0.6671,0.22200002,
0.6701,0.24800001,
0.6751,0.23900001,
0.6791,0.224,
0.6821,0.23900001,
0.6835,,3.9976
0.6861,0.23900001,
0.6911,0.23700002,
0.6951,0.23900001,
0.6991,0.24300002,
0.7031,0.24300002,
0.7071,0.22200002,
0.7111,0.224,
0.7141,0.245,
0.7191,0.23300001,
0.7221,0.22000001,
0.7271,0.21900001,
0.7301,0.24100001,
0.7351,0.245,
0.7381,0.24000001,
0.7431,0.24000001,
0.7471,0.23300001,
0.7501,0.231,
0.7561,0.23600002,
0.7591,0.24900001,
0.7621,0.21700001,
0.7671,0.246,
0.7701,0.24700001,
0.7751,0.256,
0.7781,0.22500001,
0.7831,0.215,
0.7871,0.23600002,
0.7901,0.254,
0.7951,0.23500001,
0.7991,0.24800001,
0.8031,0.24800001,
0.8071,0.24800001,
0.8101,0.21400002,
0.8151,0.24700001,
0.8181,0.23600002,
0.8231,0.231,
0.8261,0.21900001,
0.8301,0.25100002,
0.8351,0.25100002,
0.8391,0.21800001,
0.8421,0.21800001,
0.8471,0.21800001,
0.8501,0.20300001,
0.8561,0.22200002,
0.8581,0.22200002,
0.8631,0.22200002,
0.8671,0.24800001,
0.8701,0.24800001,
0.8751,0.21000001,
0.8781,0.245,
0.8821,0.245,
0.8832,,3.9976
0.8861,0.245,
0.8901,0.23,
0.8951,0.23200001,
0.8991,0.231,
0.9021,0.252,
0.9071,0.24000001,
0.9101,0.259,
0.9151,0.259,
0.9181,0.24400002,
0.9231,0.23400001,
0.9271,0.238,
0.9301,0.24700001,
0.9351,0.24300002,
0.9391,0.24300002,
0.9421,0.22200002,
0.9471,0.24100001,
0.9501,0.25500003,
0.9561,0.22900002,
0.9581,0.25300002,
0.9631,0.215,
0.9671,0.268,
0.9701,0.24100001,
0.9751,0.24100001,
0.9791,0.22900002,
0.9821,0.23200001,
0.9871,0.231,
0.9911,0.23700002,
0.9951,0.22900002,
0.9991,0.23400001,
1.0031,0.23600002,
1.0071,0.22900002,
1.0101,0.22700001,
1.0151,0.22700001,
1.0191,0.25100002,
1.0221,0.23400001,
1.0271,0.23400001,
1.0301,0.23700002,
1.0351,0.23700002,
1.0381,0.24100001,
1.0431,0.22900002,
1.0471,0.23600002,
1.0501,0.24200001,
1.0551,0.24300002,
1.0591,0.24300002,
1.0631,0.24300002,
1.0671,0.23500001,
1.0701,0.23500001,
1.0751,0.22600001,
1.0781,0.24200001,
1.0831,0.21300001,
1.0847,,3.9976
1.0861,0.21300001,
1.0911,0.252,
1.0951,0.22100002,
1.0991,0.23300001,
1.1021,0.22100002,
1.1071,0.21900001,
1.1111,0.23400001,
1.1151,0.21100001,
1.1181,0.23300001,
1.1231,0.21400002,
1.1271,0.22700001,
1.1301,0.22700001,
1.1351,0.25,
1.1381,0.238,
1.1431,0.231,
1.1471,0.25800002,
1.1501,0.261,
1.1561,0.252,
1.1591,0.20700002,
1.1621,0.22000001,
1.1671,0.21300001,
1.1701,0.25,
1.1751,0.23600002,
1.1791,0.22900002,
1.1831,0.25100002,
1.1871,0.23700002,
1.1914,0.23700002,
1.1944,0.24100001,
1.1984,0.23600002,
1.2014,0.22200002,
1.2064,0.22000001,
1.2094,0.24800001,
1.2144,0.23200001,
1.2174,0.231,
1.2234,0.24300002,
1.2264,0.257,
1.2294,0.238,
1.2344,0.22900002,
1.2394,0.238,
1.2414,0.22200002,
1.2464,0.215,
1.2504,0.22200002,
1.2554,0.252,
1.2574,0.252,
1.2624,0.252,
1.2664,0.23300001,
1.2714,0.25,
1.2744,0.22800002,
1.2784,0.245,
1.2814,0.23900001,
1.2831,,3.9976
1.2854,0.23900001,
1.2904,0.22100002,
1.2944,0.23200001,
1.2974,0.22700001,
1.3024,0.245,
1.3064,0.23200001,
1.3094,0.24300002,
1.3144,0.20700002,
1.3184,0.246,
1.3224,0.24300002,
1.3264,0.24300002,
1.3294,0.25500003,
1.3344,0.25,
1.3374,0.23700002,
1.3424,0.23400001,
1.3464,0.23400001,
1.3514,0.22200002,
1.3554,0.216,
1.3584,0.24300002,
1.3624,0.24200001,
1.3664,0.24800001,
1.3694,0.224,
1.3744,0.23400001,
1.3774,0.24300002,
1.3824,0.246,
1.3864,0.231,
1.3904,0.25100002,
1.3944,0.25,
1.3984,0.25,
1.4024,0.231,
1.4064,0.23200001,
1.4094,0.246,
1.4144,0.22500001,
1.4184,0.23600002,
1.4214,0.246,
1.4264,0.22700001,
1.4304,0.23300001,
1.4344,0.25500003,
1.4374,0.22700001,
1.4424,0.23900001,
1.4454,0.238,
1.4494,0.23900001,
1.4554,0.24200001,
1.4584,0.24200001,
1.4624,0.24200001,
1.4664,0.24400002,
1.4694,0.23500001,
1.4744,0.25100002,
1.4784,0.238,
1.4824,0.23500001,
1.4845,,3.9977
1.4864,0.23500001,
1.4904,0.23400001,
1.4944,0.23400001,
1.4984,0.238,
1.5014,0.23300001,
1.5064,0.23400001,
1.5104,0.22900002,
1.5144,0.245,
1.5174,0.245,
1.5224,0.23300001,
1.5254,0.23700002,
1.5294,0.24800001,
1.5344,0.254,
1.5384,0.238,
1.5414,0.23300001,
1.5454,0.23900001,
1.5494,0.24800001,
1.5554,0.23500001,
1.5584,0.245,
1.5624,0.23700002,
1.5654,0.24000001,
1.5694,0.23300001,
1.5744,0.22600001,
1.5784,0.24000001,
1.5824,0.22800002,
1.5854,0.224,
1.5904,0.224,
1.5944,0.246,
1.5974,0.23600002,
1.6024,0.25500003,
1.6064,0.23600002,
1.6094,0.23400001,
1.6144,0.21900001,
1.6184,0.22600001,
1.6214,0.23700002,
1.6264,0.23700002,
1.6294,0.245,
1.6344,0.23900001,
1.6374,0.224,
1.6414,0.23600002,
1.6464,0.23600002,
1.6494,0.22800002,
1.6544,0.223,
1.6574,0.223,
1.6624,0.223,
1.6664,0.22200002,
1.6694,0.21000001,
1.6744,0.23700002,
1.6784,0.23700002,
1.6814,0.21000001,
1.6829,,3.9973
1.6864,0.21000001,
1.6904,0.21000001,
1.6944,0.25,
1.6974,0.215,
1.7014,0.21300001,
1.7064,0.238,
1.7094,0.24100001,
1.7144,0.21300001,
1.7184,0.21300001,
1.7214,0.21000001,
1.7264,0.22100002,
1.7304,0.20700002,
1.7344,0.20700002,
1.7374,0.24100001,
1.7424,0.22800002,
1.7454,0.22900002,
1.7494,0.23600002,
1.7554,0.231,
1.7584,0.24000001,
1.7614,0.24000001,
1.7664,0.22700001,
1.7694,0.24200001,
1.7744,0.24200001,
1.7774,0.24200001,
1.7824,0.22700001,
1.7864,0.24800001,
1.7894,0.23700002,
1.7944,0.21200001,
1.7984,0.21200001,
1.8024,0.24100001,
1.8064,0.21800001,
1.8104,0.24300002,
1.8144,0.22700001,
1.8174,0.22700001,
1.8224,0.23400001,
1.8264,0.22800002,
1.8294,0.24000001,
1.8344,0.22200002,
1.8384,0.24700001,
1.8424,0.238,
1.8464,0.24800001,
1.8494,0.238,
1.8544,0.238,
1.8574,0.238,
1.8624,0.238,
1.8664,0.231,
1.8694,0.23900001,
1.8744,0.23400001,
1.8784,0.23400001,
1.8824,0.24100001,
1.8841,,3.9975
1.8864,0.24100001,
1.8904,0.246,
1.8944,0.23900001,
1.8974,0.238,
1.9024,0.238,
1.9064,0.24300002,
1.9104,0.23500001,
1.9144,0.21400002,
1.9184,0.24100001,
1.9224,0.23600002,
1.9264,0.254,
1.9304,0.254,
1.9344,0.23900001,
1.9384,0.21200001,
1.9424,0.23600002,
1.9464,0.23400001,
1.9494,0.21800001,
1.9554,0.22100002,
1.9584,0.22100002,
1.9624,0.22200002,
1.9664,0.246,
1.9704,0.21900001,
1.9744,0.231,
1.9784,0.24100001,
1.9824,0.24200001,
1.9864,0.231,
1.9904,0.231,
1.9944,0.23,
1.9984,0.25100002,
2.0024,0.231,
2.0064,0.231,
2.0094,0.24800001,
2.0144,0.24800001,
2.0184,0.24700001,
2.0224,0.245,
2.0264,0.21800001,
2.0304,0.223,
2.0344,0.23400001,
2.0384,0.246,
2.0424,0.246,
2.0464,0.246,
2.0504,0.23700002,
2.0544,0.23500001,
2.0584,0.23500001,
2.0624,0.23500001,
2.0664,0.21800001,
2.0714,0.22800002,
2.0744,0.22800002,
2.0784,0.24400002,
2.0824,0.24400002,
2.0843,,3.9977
2.0864,0.24400002,
2.0904,0.224,
2.0944,0.23600002,
2.0984,0.24300002,
2.1024,0.209,
2.1064,0.22600001,
2.1094,0.24800001,
2.1144,0.231,
2.1184,0.23200001,
2.1224,0.23700002,
2.1264,0.256,
2.1304,0.256,
2.1344,0.245,
2.1384,0.25300002,
2.1424,0.223,
2.1464,0.22500001,
2.1504,0.22600001,
2.1554,0.22500001,
2.1574,0.23,
2.1624,0.24100001,
2.1664,0.25500003,
2.1694,0.25100002,
2.1744,0.23,
2.1784,0.22700001,
2.1829,0.22600001,
2.1869,0.23300001,
2.1909,0.24300002,
2.1949,0.22700001,
2.1989,0.238,
2.2029,0.23300001,
2.2069,0.23300001,
2.2109,0.23900001,
2.2149,0.254,
2.2189,0.254,
2.2229,0.23,
2.2269,0.23900001,
2.2309,0.23600002,
2.2339,0.24300002,
2.2389,0.22900002,
2.2419,0.246,
2.2469,0.23700002,
2.2509,0.23700002,
2.2549,0.231,
2.2579,0.231,
2.2629,0.231,
2.2669,0.231,
2.2699,0.22200002,
2.2749,0.245,
2.2789,0.23900001,
2.2819,0.23900001,
2.2828,,3.9975
2.2869,0.23900001,
2.2909,0.24300002,
2.2949,0.23200001,
2.2989,0.23300001,
2.3029,0.238,
2.3069,0.238,
2.3269,0.24000001,
2.3309,0.22700001,
2.3349,0.246,
2.3389,0.24100001,
2.3429,0.238,
2.3469,0.24300002,
2.3509,0.24300002,
2.3559,0.24300002,
2.3589,0.23,
2.3629,0.23900001,
2.3669,0.23600002,
2.3709,0.231,
2.3749,0.231,
2.3789,0.23300001,
2.3829,0.23400001,
2.3869,0.21700001,
2.3909,0.21700001,
2.3949,0.22500001,
2.3989,0.22900002,
2.4029,0.238,
2.4069,0.23400001,
2.4109,0.223,
2.4149,0.238,
2.4189,0.23600002,
2.4229,0.23300001,
2.4269,0.23900001,
2.4309,0.23900001,
2.4349,0.22000001,
2.4389,0.23,
2.4429,0.23,
2.4469,0.23500001,
2.4509,0.23600002,
2.4559,0.22600001,
2.4589,0.22600001,
2.4629,0.22600001,
2.4669,0.23900001,
2.4709,0.215,
2.4749,0.215,
2.4789,0.24300002,
2.4829,0.23400001,
2.4841,,3.9976
2.5029,0.25,
2.5069,0.224,
2.5109,0.23300001,
2.5149,0.23300001,
2.5189,0.24800001,
2.5229,0.245,
2.5269,0.23300001,
2.5309,0.23900001,
2.5349,0.224,
2.5389,0.231,
2.5419,0.23500001,
2.5469,0.23300001,
2.5509,0.22600001,
2.5559,0.231,
2.5589,0.21900001,
2.5629,0.23400001,
2.5669,0.23400001,
2.5709,0.22900002,
2.5749,0.23900001,
2.5789,0.24100001,
2.5829,0.238,
2.5869,0.23900001,
2.5909,0.231,
2.5949,0.238,
2.5989,0.22700001,
2.6029,0.23900001,
2.6069,0.23,
2.6099,0.24300002,
2.6149,0.24300002,
2.6189,0.22000001,
2.6219,0.238,
2.6269,0.21900001,
2.6309,0.21900001,
2.6349,0.24400002,
2.6389,0.23900001,
2.6429,0.21200001,
2.6469,0.23300001,
2.6499,0.22200002,
2.6549,0.24100001,
2.6589,0.24100001,
2.6629,0.24100001,
2.6669,0.22900002,
2.6699,0.23700002,
2.6749,0.22800002,
2.6789,0.245,
2.6829,0.238,
2.683,,3.9977
2.6869,0.238,
2.6909,0.22900002,
2.6949,0.24000001,
2.6989,0.238,
2.7029,0.25300002,
2.7069,0.25300002,
2.7109,0.238,
2.7149,0.23500001,
2.7189,0.23500001,
2.7229,0.25,
2.7269,0.23700002,
2.7309,0.23400001,
2.7349,0.24700001,
2.7389,0.23900001,
2.7429,0.238,
2.7469,0.24800001,
2.7499,0.23900001,
2.7559,0.22500001,
2.7589,0.22500001,
2.7619,0.24900001,
2.7669,0.22900002,
2.7709,0.23500001,
2.7749,0.22200002,
2.7789,0.22200002,
2.7829,0.22700001,
2.7869,0.24100001,
2.7909,0.20600002,
2.7949,0.24300002,
2.7989,0.23900001,
2.8019,0.23200001,
2.8069,0.23400001,
2.8099,0.23400001,
2.8149,0.23600002,
2.8189,0.25300002,
2.8229,0.25300002,
2.8269,0.24300002,
2.8309,0.245,
2.8349,0.23500001,
2.8389,0.23500001,
2.8429,0.21900001,
2.8469,0.22500001,
2.8499,0.24400002,
2.8549,0.22900002,
2.8589,0.22900002,
2.8629,0.22900002,
2.8669,0.23,
2.8699,0.23300001,
2.8749,0.238,
2.8789,0.238,
2.8819,0.22700001,
2.8839,,3.9978
2.8859,0.22700001,
2.8909,0.23500001,
2.8949,0.231,
2.8989,0.231,
2.9029,0.22600001,
2.9069,0.23,
2.9109,0.23400001,
2.9149,0.23400001,
2.9189,0.21300001,
2.9229,0.23400001,
2.9269,0.246,
2.9309,0.24400002,
2.9349,0.24400002,
2.9389,0.22700001,
2.9429,0.238,
2.9469,0.238,
2.9509,0.24800001,
2.9559,0.24200001,
2.9589,0.24000001,
2.9629,0.24000001,
2.9669,0.224,
2.9709,0.238,
2.9749,0.22900002,
2.9789,0.224,
2.9829,0.22800002,
2.9869,0.23,
2.9909,0.245,
2.9949,0.245,
2.9989,0.23300001,
3.0029,0.238,
3.0069,0.231,
3.0099,0.238,
3.0149,0.24100001,
3.0189,0.23600002,
3.0219,0.23900001,
3.0269,0.23300001,
3.0309,0.23900001,
3.0349,0.22900002,
3.0389,0.245,
3.0429,0.23300001,
3.0469,0.23300001,
3.0509,0.24300002,
3.0559,0.22600001,
3.0589,0.22600001,
3.0629,0.22600001,
3.0669,0.23300001,
3.0709,0.23600002,
3.0749,0.24200001,
3.0789,0.23200001,
3.0829,0.24100001,
3.0838,,3.9979
3.0869,0.24100001,
3.0909,0.231,
3.0949,0.231,
3.0989,0.23500001,
3.1029,0.245,
3.1069,0.23400001,
3.1109,0.238,
3.1149,0.23600002,
3.1189,0.23600002,
3.1229,0.23500001,
3.1269,0.23200001,
3.1309,0.22700001,
3.1349,0.23400001,
3.1389,0.24300002,
3.1429,0.231,
3.1469,0.23500001,
3.1509,0.23500001,
3.1559,0.23600002,
3.1589,0.23600002,
3.1629,0.24200001,
3.1669,0.23600002,
3.1709,0.23600002,
3.1749,0.231,
3.1789,0.245,
3.1829,0.238,
3.1869,0.23900001,
3.1903,0.24300002,
3.1943,0.23400001,
3.1983,0.23400001,
3.2023,0.22800002,
3.2063,0.23300001,
3.2093,0.22900002,
3.2143,0.23300001,
3.2183,0.23400001,
3.2213,0.23300001,
3.2263,0.23300001,
3.2293,0.24800001,
3.2343,0.24800001,
3.2383,0.24100001,
3.2423,0.231,
3.2463,0.22800002,
3.2493,0.24000001,
3.2543,0.21700001,
3.2583,0.21700001,
3.2623,0.21700001,
3.2663,0.22600001,
3.2693,0.22600001,
3.2743,0.22600001,
3.2783,0.25100002,
3.2813,0.22100002,
3.2833,,3.9977
3.2853,0.22100002,
3.2903,0.23700002,
3.2943,0.22800002,
3.2983,0.24100001,
3.3013,0.252,
3.3063,0.252,
3.3103,0.23500001,
3.3143,0.22900002,
3.3183,0.24100001,
3.3213,0.23900001,
3.3263,0.23600002,
3.3303,0.22500001,
3.3343,0.25,
3.3383,0.23400001,
3.3423,0.23400001,
3.3463,0.24400002,
3.3503,0.238,
3.3553,0.23400001,
3.3583,0.22800002,
3.3623,0.24300002,
3.3663,0.231,
3.3693,0.238,
3.3743,0.22500001,
3.3783,0.23,
3.3823,0.23400001,
3.3863,0.23600002,
3.3903,0.24100001,
3.3943,0.24300002,
3.3983,0.23500001,
3.4023,0.23500001,
3.4063,0.22100002,
3.4103,0.245,
3.4143,0.22900002,
3.4183,0.23900001,
3.4223,0.22700001,
3.4263,0.231,
3.4293,0.23400001,
3.4343,0.23400001,
3.4383,0.24300002,
3.4423,0.23300001,
3.4463,0.24300002,
3.4503,0.23700002,
3.4543,0.238,
3.4573,0.238,
3.4623,0.238,
3.4663,0.22800002,
3.4693,0.238,
3.4743,0.22600001,
3.4783,0.24000001,
3.4813,0.23400001,
3.4836,,3.9976
3.4863,0.23400001,
3.4903,0.23400001,
3.4943,0.23300001,
3.4983,0.24100001,
3.5023,0.23,
3.5063,0.24100001,
3.5103,0.231,
3.5143,0.24000001,
3.5183,0.24100001,
3.5223,0.24100001,
3.5263,0.23300001,
3.5303,0.23900001,
3.5343,0.22900002,
3.5383,0.23400001,
3.5413,0.23900001,
3.5463,0.246,
3.5493,0.23500001,
3.5553,0.245,
3.5583,0.23700002,
3.5613,0.23600002,
3.5653,0.22800002,
3.5693,0.238,
3.5743,0.24300002,
3.5783,0.23300001,
3.5813,0.23400001,
3.5863,0.22600001,
3.5903,0.22600001,
3.5943,0.22600001,
3.5983,0.23700002,
3.6023,0.23600002,
3.6063,0.24000001,
3.6093,0.24100001,
3.6143,0.22900002,
3.6183,0.231,
3.6213,0.231,
3.6263,0.23900001,
3.6293,0.22900002,
3.6343,0.23900001,
3.6383,0.23200001,
3.6413,0.23900001,
3.6463,0.231,
3.6493,0.238,
3.6543,0.23600002,
3.6583,0.23600002,
3.6623,0.23600002,
3.6663,0.238,
3.6693,0.21300001,
3.6743,0.21300001,
3.6773,0.23600002,
3.6823,0.245,
3.6837,,3.9975
3.6853,0.245,
3.6903,0.23300001,
3.6943,0.246,
3.6983,0.26200002,
3.7023,0.256,
3.7063,0.22200002,
3.7103,0.272,
3.7143,0.272,
3.7183,0.21900001,
3.7223,0.21900001,
3.7263,0.24000001,
3.7293,0.22100002,
3.7343,0.22700001,
3.7383,0.24000001,
3.7413,0.25,
3.7463,0.246,
3.7493,0.22700001,
3.7553,0.23400001,
3.7583,0.215,
3.7623,0.215,
3.7663,0.23600002,
3.7693,0.24800001,
3.7743,0.26700002,
3.7783,0.245,
3.7813,0.238,
3.7863,0.22900002,
3.7903,0.23900001,
3.7943,0.24300002,
3.7983,0.24300002,
3.8013,0.238,
3.8063,0.23,
3.8093,0.24800001,
3.8143,0.24800001,
3.8183,0.22600001,
3.8223,0.22700001,
3.8263,0.20300001,
3.8293,0.23200001,
3.8343,0.24100001,
3.8383,0.22700001,
3.8413,0.22700001,
3.8463,0.24900001,
3.8503,0.223,
3.8543,0.22500001,
3.8583,0.22500001,
3.8623,0.22500001,
3.8663,0.24000001,
3.8693,0.23600002,
3.8743,0.23300001,
3.8783,0.22800002,
3.8813,0.23700002,
3.8833,,3.9975
3.8853,0.23700002,
3.8903,0.23300001,
3.8943,0.25,
3.8983,0.24000001,
3.9023,0.24000001,
3.9063,0.24400002,
3.9103,0.20600002,
3.9143,0.24100001,
3.9183,0.21100001,
3.9213,0.22200002,
3.9263,0.25300002,
3.9303,0.246,
3.9343,0.23300001,
3.9383,0.23300001,
3.9423,0.252,
3.9463,0.238,
3.9493,0.24300002,
3.9553,0.238,
3.9583,0.238,
3.9613,0.238,
3.9653,0.231,
3.9703,0.22900002,
3.9743,0.238,
3.9783,0.24100001,
3.9823,0.231,
3.9863,0.22600001,
3.9893,0.22100002,
3.9943,0.23600002,
3.9983,0.22700001,
4.0013,0.22900002,
4.0063,0.23600002,
4.0103,0.23600002,
4.0143,0.23200001,
4.0183,0.24700001,
4.0223,0.23600002,
4.0263,0.25100002,
4.0293,0.23400001,
4.0343,0.22700001,
4.0383,0.22700001,
4.0413,0.245,
4.0463,0.23600002,
4.0493,0.22900002,
4.0553,0.23500001,
4.0583,0.23500001,
4.0623,0.23500001,
4.0663,0.22600001,
4.0693,0.22600001,
4.0743,0.25300002,
4.0783,0.238,
4.0813,0.23400001,
4.0833,,3.9976
4.0853,0.23400001,
4.0903,0.25100002,
4.0943,0.25,
4.0983,0.238,
4.1013,0.22700001,
4.1063,0.246,
4.1093,0.256,
4.1143,0.264,
4.1183,0.22500001,
4.1223,0.24100001,
4.1263,0.22200002,
4.1303,0.22200002,
4.1343,0.25,
4.1383,0.23300001,
4.1413,0.23900001,
4.1463,0.23200001,
4.1493,0.21200001,
4.1543,0.215,
4.1583,0.24100001,
4.1613,0.25100002,
4.1663,0.24300002,
4.1693,0.22200002,
4.1743,0.23400001,
4.1783,0.22700001,
4.1809,0.22000001,
4.1859,0.21700001,
4.1899,0.22500001,
4.1939,0.22500001,
4.1979,0.223,
4.2019,0.254,
4.2059,0.24400002,
4.2089,0.21300001,
4.2139,0.23300001,
4.2179,0.23700002,
4.2209,0.21100001,
4.2259,0.23900001,
4.2299,0.21700001,
4.2339,0.22200002,
4.2379,0.245,
4.2419,0.23500001,
4.2459,0.23500001,
4.2489,0.22200002,
4.2539,0.22200002,
4.2579,0.22200002,
4.2619,0.22200002,
4.2659,0.23300001,
4.2699,0.238,
4.2739,0.23500001,
4.2779,0.245,
4.2809,0.245,
4.2828,,3.9975
4.2849,0.245,
4.2899,0.256,
4.2939,0.245,
4.2979,0.23900001,
4.3009,0.23500001,
4.3059,0.24800001,
4.3099,0.22500001,
4.3139,0.224,
4.3179,0.238,
4.3209,0.24100001,
4.3259,0.23600002,
4.3289,0.23600002,
4.3339,0.23600002,
4.3379,0.22600001,
4.3419,0.25,
4.3459,0.25,
4.3499,0.24900001,
4.3549,0.24900001,
4.3579,0.22900002,
4.3609,0.231,
4.3659,0.24000001,
4.3689,0.22800002,
4.3739,0.23300001,
4.3779,0.23600002,
4.3819,0.23600002,
4.3859,0.231,
4.3899,0.22700001,
4.3939,0.23200001,
4.3979,0.224,
4.4009,0.24300002,
4.4059,0.22700001,
4.4089,0.22900002,
4.4139,0.23600002,
4.4179,0.23700002,
4.4219,0.22600001,
4.4259,0.238,
4.4299,0.238,
4.4339,0.23300001,
4.4379,0.23300001,
4.4409,0.22000001,
4.4459,0.252,
4.4499,0.23900001,
4.4539,0.245,
4.4579,0.245,
4.4619,0.245,
4.4659,0.22700001,
4.4689,0.23400001,
4.4739,0.24300002,
4.4779,0.238,
4.4809,0.238,
4.483,,3.9976
4.4849,0.238,
4.4899,0.22900002,
4.4939,0.22900002,
4.4979,0.231,
4.5019,0.231,
4.5059,0.24100001,
4.5099,0.23500001,
4.5139,0.238,
4.5179,0.24000001,
4.5209,0.22700001,
4.5259,0.245,
4.5299,0.21200001,
4.5339,0.22800002,
4.5379,0.24900001,
4.5409,0.238,
4.5459,0.23400001,
4.5489,0.22500001,
4.5549,0.23500001,
4.5579,0.22600001,
4.5609,0.24400002,
4.5659,0.22800002,
4.5699,0.23300001,
4.5739,0.23300001,
4.5779,0.22100002,
4.5809,0.23300001,
4.5859,0.23900001,
4.5899,0.25100002,
4.5939,0.24100001,
4.5979,0.24100001,
4.6009,0.22800002,
4.6059,0.22200002,
4.6099,0.23600002,
4.6139,0.25300002,
4.6179,0.23900001,
4.6209,0.22900002,
4.6259,0.24300002,
4.6299,0.24300002,
4.6339,0.23900001,
4.6379,0.24200001,
4.6409,0.231,
4.6459,0.22100002,
4.6499,0.23300001,
4.6539,0.24800001,
4.6579,0.24800001,
4.6619,0.24800001,
4.6659,0.22200002,
4.6689,0.245,
4.6739,0.21700001,
4.6779,0.246,
4.6809,0.22500001,
4.6828,,3.9977
4.6849,0.22500001,
4.6899,0.231,
4.6939,0.231,
4.6979,0.25300002,
4.7009,0.215,
4.7059,0.215,
4.7099,0.22700001,
4.7139,0.22700001,
4.7179,0.22200002,
4.7219,0.224,
4.7259,0.23900001,
4.7289,0.23900001,
4.7339,0.231,
4.7379,0.22100002,
4.7409,0.22100002,
4.7459,0.23600002,
4.7499,0.22600001,
4.7539,0.23500001,
4.7579,0.22000001,
4.7619,0.22100002,
4.7659,0.22800002,
4.7689,0.245,
4.7739,0.22500001,
4.7779,0.23600002,
4.7809,0.246,
4.7859,0.22700001,
4.7899,0.22700001,
4.7939,0.23900001,
4.7979,0.245,
4.8019,0.24300002,
4.8059,0.24300002,
4.8089,0.21000001,
