time,CellVoltages.MinVoltage,ControlsOut.TS_current
18.6753,,18.487001
18.6793,,18.75
18.6833,,19.046001
18.6863,,19.046001
18.6913,,19.046001
18.6953,,17.958
18.6993,,17.933
18.7033,,18.315
18.7073,,18.315
18.7113,,18.396002
18.7135,3.8064,
18.7143,,18.396002
18.7193,,18.006
18.7233,,18.698
18.7273,,18.767
18.7313,,19.015001
18.7353,,19.226002
18.7393,,19.226002
18.7433,,19.26
18.7473,,19.606
18.7513,,19.312
18.7553,,18.873001
18.7593,,18.817001
18.7633,,19.088001
18.7663,,19.305
18.7713,,18.820002
18.7753,,18.863
18.7793,,19.054
18.7833,,19.346
18.7883,,19.563002
18.7913,,19.863
18.7953,,21.031
18.7993,,21.031
18.8033,,22.418001
18.8073,,23.364
18.8113,,24.402
18.8143,,25.471
18.8193,,26.687002
18.8233,,27.492
18.8273,,28.066002
18.8313,,27.749
18.8353,,27.390001
18.8393,,27.003002
18.8433,,26.709002
18.8473,,26.455002
18.8513,,26.242
18.8553,,25.786001
18.8593,,25.760002
18.8633,,25.495
18.8673,,25.138
18.8713,,25.278002
18.8753,,25.621
18.8793,,25.704
18.8833,,25.743002
18.8873,,25.743002
18.8913,,25.743002
18.8943,,26.028002
18.8993,,25.561
18.9033,,24.754002
18.9073,,24.522001
18.9113,,23.556002
18.9123,3.8044,
18.9143,,23.556002
18.9193,,23.556002
18.9233,,22.269001
18.9273,,21.401001
18.9313,,21.258001
18.9353,,21.1
18.9393,,19.94
18.9433,,19.977001
18.9473,,20.178001
18.9513,,20.275002
18.9543,,20.137001
18.9593,,20.504002
18.9633,,20.618
18.9673,,20.422
18.9713,,20.324001
18.9743,,20.386002
18.9793,,20.123001
18.9833,,20.123001
18.9873,,20.258001
18.9913,,20.803001
18.9953,,20.911001
18.9993,,20.712002
19.0033,,20.928001
19.0073,,21.194
19.0113,,21.476002
19.0137,,21.476002
19.0177,,21.874
19.0217,,22.619001
19.0257,,23.161001
19.0297,,23.981
19.0337,,24.186
19.0377,,23.786001
19.0417,,23.417002
19.0457,,23.808
19.0497,,24.080002
19.0537,,23.050001
19.0577,,23.424002
19.0617,,23.003
19.0657,,22.2
19.0697,,22.269001
19.0737,,22.098001
19.0777,,21.441002
19.0817,,21.441002
19.0867,,21.746
19.0897,,21.746
19.0937,,21.957
19.0977,,22.382002
19.1017,,22.578001
19.1057,,22.605001
19.1097,,22.605001
19.1127,,22.509
19.1143,3.8037,
19.1177,,22.509
19.1217,,22.669
19.1257,,23.014002
19.1297,,23.549002
19.1337,,23.703001
19.1377,,24.130001
19.1417,,24.856
19.1457,,25.555
19.1497,,26.499
19.1527,,27.887001
19.1577,,29.416002
19.1617,,31.497002
19.1657,,33.226
19.1697,,35.121002
19.1727,,36.092003
19.1777,,36.295002
19.1817,,36.010002
19.1867,,35.592003
19.1897,,35.47
19.1927,,34.941
19.1977,,33.597
19.2017,,32.468002
19.2047,,32.468002
19.2097,,30.601002
19.2127,,27.956001
19.2177,,26.537
19.2217,,24.201
19.2257,,22.285002
19.2297,,20.502
19.2337,,20.502
19.2377,,18.033
19.2417,,13.841001
19.2457,,1.5990001
19.2497,,1.5990001
19.2527,,-4.211
19.2577,,-8.615001
19.2617,,-12.002001
19.2657,,-15.534
19.2697,,-17.648
19.2727,,-18.082
19.2777,,-20.851002
19.2817,,-22.115002
19.2847,,-22.115002
19.2897,,-22.115002
19.2927,,-23.487001
19.2977,,-22.949001
19.3017,,-21.776001
19.3057,,-20.221
19.3097,,-20.221
19.3125,3.8073,
19.3127,,-19.962002
19.3177,,-19.962002
19.3217,,-18.124
19.3257,,-18.516
19.3297,,-19.438002
19.3327,,-20.781
19.3377,,-23.387001
19.3417,,-25.347002
19.3457,,-26.126001
19.3497,,-28.434002
19.3537,,-30.924002
19.3577,,-30.924002
19.3617,,-34.797
19.3657,,-38.354
19.3697,,-40.048
19.3727,,-43.306004
19.3777,,-44.736004
19.3817,,-44.736004
19.3867,,-44.477
19.3897,,-44.096
19.3937,,-44.998
19.3977,,-44.659
19.4017,,-44.798
19.4057,,-45.024002
19.4097,,-44.961002
19.4137,,-44.961002
19.4177,,-44.36
19.4217,,-44.335003
19.4257,,-44.280003
19.4297,,-44.147003
19.4337,,-43.713
19.4377,,-43.536003
19.4417,,-44.13
19.4457,,-44.042004
19.4497,,-44.042004
19.4537,,-43.902
19.4577,,-44.425003
19.4617,,-44.935
19.4657,,-46.149002
19.4697,,-47.439003
19.4737,,-47.725002
19.4777,,-48.698
19.4817,,-49.193
19.4867,,-49.193
19.4897,,-49.193
19.4937,,-52.386
19.4977,,-52.769
19.5017,,-53.794003
19.5057,,-56.020004
19.5097,,-57.202003
19.5127,,-57.202003
19.5143,3.8587,
19.5177,,-57.202003
19.5217,,-58.767002
19.5257,,-58.699
19.5297,,-59.292004
19.5327,,-59.787003
19.5377,,-59.787003
19.5417,,-60.772003
19.5457,,-60.772003
19.5497,,-59.674004
19.5537,,-60.110004
19.5577,,-59.489002
19.5617,,-58.638004
19.5657,,-57.834003
19.5697,,-56.339005
19.5727,,-55.486004
19.5777,,-55.171
19.5817,,-54.404003
19.5867,,-53.585003
19.5897,,-52.506004
19.5937,,-52.506004
19.5977,,-53.534004
19.6017,,-51.749004
19.6047,,-51.070004
19.6097,,-51.070004
19.6127,,-51.332
19.6177,,-51.507004
19.6217,,-52.350002
19.6257,,-52.721
19.6297,,-53.042004
19.6327,,-53.625004
19.6377,,-53.625004
19.6417,,-53.800003
19.6457,,-52.660004
19.6497,,-53.729004
19.6537,,-53.524002
19.6577,,-53.343002
19.6617,,-53.237003
19.6657,,-52.846
19.6697,,-52.841003
19.6737,,-51.377003
19.6777,,-51.377003
19.6817,,-50.564003
19.6857,,-49.940002
19.6897,,-49.940002
19.6927,,-48.77
19.6977,,-48.148003
19.7017,,-47.981003
19.7057,,-47.915
19.7097,,-47.016003
19.7124,3.8922,
19.7127,,-47.016003
19.7177,,-47.016003
19.7217,,-44.800003
19.7257,,-44.440002
19.7297,,-44.644
19.7337,,-44.68
19.7377,,-44.622
19.7417,,-44.348003
19.7457,,-44.036003
19.7497,,-43.483
19.7537,,-43.524002
19.7577,,-43.608
19.7617,,-43.618004
19.7657,,-43.493004
19.7697,,-43.059002
19.7737,,-43.049004
19.7777,,-43.049004
19.7817,,-42.764004
19.7867,,-42.181004
19.7897,,-42.439003
19.7937,,-41.986004
19.7977,,-42.976
19.8017,,-41.530003
19.8057,,-40.730003
19.8097,,-40.313004
19.8127,,-40.385002
19.8177,,-40.666
19.8217,,-40.316
19.8257,,-40.316
19.8297,,-40.147003
19.8327,,-39.033
19.8377,,-38.068
19.8417,,-37.780003
19.8457,,-37.780003
19.8497,,-37.756
19.8537,,-38.023003
19.8577,,-37.551003
19.8617,,-36.842003
19.8647,,-36.255
19.8697,,-35.989002
19.8737,,-34.787003
19.8777,,-34.320004
19.8817,,-34.511
19.8847,,-34.511
19.8897,,-34.511
19.8927,,-32.615
19.8977,,-32.331
19.9017,,-32.331
19.9057,,-31.723001
19.9097,,-30.778002
19.9127,,-30.778002
19.9149,3.8849,
19.9177,,-29.900002
19.9217,,-27.421001
19.9257,,-25.962002
19.9297,,-24.818
19.9337,,-22.831001
19.9377,,-21.273
19.9417,,-20.453001
19.9447,,-19.203001
19.9497,,-18.332
19.9537,,-18.717001
19.9577,,-18.342001
19.9617,,-18.342001
19.9657,,-17.696001
19.9697,,-18.384
19.9737,,-17.555
19.9777,,-17.886002
19.9817,,-17.513
19.9867,,-17.379002
19.9897,,-17.063002
19.9937,,-15.987
19.9977,,-16.621
20.0017,,-15.596001
20.0057,,-15.521001
20.0097,,-15.122001
20.0137,,-14.860001
20.0177,,-14.860001
20.0222,,-15.471001
20.0262,,-15.463
20.0302,,-15.412001
20.0342,,-14.542001
20.0392,,-13.635
20.0422,,-11.7890005
20.0462,,-11.7890005
20.0502,,-11.301001
20.0542,,-11.225
20.0582,,-8.472
20.0622,,-6.4890003
20.0662,,-5.124
20.0702,,-3.2450001
20.0742,,-1.8360001
20.0782,,-1.7170001
20.0822,,-0.079
20.0872,,-0.079
20.0902,,-0.079
20.0942,,1.577
20.0982,,1.526
20.1022,,1.3620001
20.1062,,1.358
20.1102,,1.5870001
20.1117,3.8771,
20.1142,,1.5870001
20.1182,,1.468
20.1222,,1.7650001
20.1262,,1.927
20.1302,,2.197
20.1332,,2.361
20.1382,,2.361
20.1422,,2.7930002
20.1462,,3.3980002
20.1502,,3.7540002
20.1542,,4.393
20.1582,,4.7720003
20.1622,,5.355
20.1662,,5.7700005
20.1702,,6.0270004
20.1742,,6.1740003
20.1782,,6.135
20.1822,,6.201
20.1872,,6.2120004
20.1902,,6.2120004
20.1942,,6.162
20.1982,,6.143
20.2022,,6.1780005
20.2062,,6.2520003
20.2102,,6.399
20.2132,,6.5140004
20.2182,,6.4960003
20.2222,,6.5390005
20.2262,,6.439
20.2302,,6.6520004
20.2342,,6.6520004
20.2382,,6.781
20.2422,,6.4930005
20.2462,,6.5540004
20.2502,,6.7050004
20.2542,,6.531
20.2582,,6.531
20.2622,,6.846
20.2662,,6.9530005
20.2702,,6.8710003
20.2732,,6.702
20.2782,,6.63
20.2822,,6.545
20.2852,,6.545
20.2902,,6.545
20.2942,,6.5080004
20.2982,,6.4930005
20.3022,,6.5150003
20.3062,,6.5410004
20.3102,,6.2530003
20.3132,,6.2530003
20.3151,3.8359,
20.3182,,6.2530003
20.3222,,6.563
20.3262,,6.6540003
20.3302,,6.6540003
20.3332,,6.57
20.3382,,6.8040004
20.3422,,6.8680005
20.3462,,6.859
20.3502,,6.9550004
20.3542,,6.8160005
20.3582,,6.984
20.3622,,7.0620003
20.3662,,7.1120005
20.3702,,7.1120005
20.3742,,7.155
20.3782,,6.9890003
20.3822,,7.2040005
20.3872,,7.0990005
20.3902,,7.0390005
20.3932,,7.043
20.3982,,7.195
20.4022,,7.089
20.4062,,6.991
20.4102,,7.0270004
20.4132,,6.8580003
20.4182,,6.767
20.4222,,6.767
20.4262,,6.8570004
20.4302,,6.7650003
20.4342,,7.0010004
20.4382,,6.7720003
20.4422,,6.6940002
20.4462,,6.76
20.4502,,6.9090004
20.4542,,6.9090004
20.4582,,6.852
20.4622,,6.6580005
20.4652,,6.6970005
20.4702,,6.4940004
20.4742,,6.6210003
20.4782,,6.6210003
20.4822,,6.504
20.4862,,6.504
20.4902,,6.504
20.4942,,6.1530004
20.4982,,6.3430004
20.5022,,6.1780005
20.5052,,6.195
20.5102,,6.4
20.5121,3.8334,
20.5142,,6.4
20.5182,,6.4
20.5222,,6.4020004
20.5262,,6.6530004
20.5302,,7.0000005
20.5342,,7.0800004
20.5382,,7.1280003
20.5422,,7.2450004
20.5462,,7.3320003
20.5502,,7.2430005
20.5542,,7.261
20.5582,,7.2860003
20.5622,,7.3560004
20.5662,,7.3960004
20.5702,,7.4400005
20.5732,,7.6410003
20.5782,,7.6410003
20.5822,,7.8510003
20.5852,,7.8690004
20.5902,,7.7060003
20.5942,,7.774
20.5982,,7.8780003
20.6022,,7.8680005
20.6052,,7.8630004
20.6102,,8.0460005
20.6132,,7.8420005
20.6182,,7.9740005
20.6222,,7.998
20.6262,,7.998
20.6302,,7.8960004
20.6342,,7.8050003
20.6382,,7.6980004
20.6422,,7.8290005
20.6462,,7.8890004
20.6502,,7.945
20.6542,,7.9850006
20.6582,,7.9850006
20.6622,,7.6390004
20.6662,,7.708
20.6702,,7.366
20.6742,,7.063
20.6782,,6.4690003
20.6822,,6.275
20.6852,,6.275
20.6902,,6.275
20.6942,,5.6450005
20.6982,,5.1320004
20.7022,,5.4550004
20.7062,,5.7710004
20.7102,,6.721
